ccfs	true_ccfs
1	1
1	1
1	1
1	1
1	0.721516242660662
1	0.721516242660662
1	0.721516242660662
1	0.721516242660662
1	0.721516242660662
0.0178571428571429	0.059786804099288
0.0178571428571429	0.059786804099288
0.0178571428571429	0.0100133209793881
0.0178571428571429	0.0100133209793881
0.642857142857143	0.00110121434730714
0.642857142857143	0.00110121434730714
0.00595238095238095	5.01920851097149e-06
0.00595238095238095	5.01920851097149e-06
0.0257936507936508	4.21613514921605e-05
0.0257936507936508	4.21613514921605e-05
0.313492063492063	0.104072284633292
0.313492063492063	0.104072284633292
1	1
1	1
1	1
1	1
1	0.721516242660662
1	0.721516242660662
1	0.721516242660662
1	0.721516242660662
1	0.721516242660662
0.0556701030927835	0.059786804099288
0.0556701030927835	0.059786804099288
0.0556701030927835	0.0100133209793881
0.0556701030927835	0.0100133209793881
0.944329896907216	0.104072284633292
0.944329896907216	0.104072284633292
1	1
1	1
1	1
1	1
1	0.721516242660662
1	0.721516242660662
1	0.721516242660662
1	0.721516242660662
1	0.721516242660662
0.168466522678186	0.059786804099288
0.168466522678186	0.059786804099288
0.168466522678186	0.0100133209793881
0.168466522678186	0.0100133209793881
0.831533477321814	0.104072284633292
0.831533477321814	0.104072284633292
1	1
1	1
1	1
1	1
1	0.721516242660662
1	0.721516242660662
1	0.721516242660662
1	0.721516242660662
1	0.721516242660662
1	0.104072284633292
1	0.104072284633292
1	1
1	1
1	1
1	1
1	0.721516242660662
1	0.721516242660662
1	0.721516242660662
1	0.721516242660662
1	0.721516242660662
1	0.104072284633292
1	0.104072284633292
0.119626168224299	0.0391448071770666
0.119626168224299	0.0391448071770666
1	1
1	1
1	1
1	1
1	0.721516242660662
1	0.721516242660662
1	0.721516242660662
1	0.721516242660662
1	0.721516242660662
1	0.104072284633292
1	0.104072284633292
1	0.0391448071770666
1	0.0391448071770666
0.0160320641282565	0.00100484554389649
0.0160320641282565	0.00100484554389649
1	1
1	1
1	1
1	1
1	0.721516242660662
1	0.721516242660662
1	0.721516242660662
1	0.721516242660662
1	0.721516242660662
1	0.104072284633292
1	0.104072284633292
1	0.0391448071770666
1	0.0391448071770666
0.0782442748091603	0.00100484554389649
0.0782442748091603	0.00100484554389649
1	1
1	1
1	1
1	1
1	0.721516242660662
1	0.721516242660662
1	0.721516242660662
1	0.721516242660662
1	0.721516242660662
1	0.104072284633292
1	0.104072284633292
1	0.0391448071770666
1	0.0391448071770666
1	1
1	1
1	1
1	1
1	0.721516242660662
1	0.721516242660662
1	0.721516242660662
1	0.721516242660662
1	0.721516242660662
1	0.104072284633292
1	0.104072284633292
0.0235756385068762	0.000167641564266448
0.0235756385068762	0.000167641564266448
0.00982318271119843	1.40537838307202e-05
0.00982318271119843	1.40537838307202e-05
0.650294695481336	0.000760912010263278
0.650294695481336	0.000760912010263278
0.0491159135559921	4.11575097899662e-05
0.0491159135559921	4.11575097899662e-05
0.00392927308447937	2.20845174482745e-05
0.00392927308447937	2.20845174482745e-05
0.263261296660118	0.0391448071770666
0.263261296660118	0.0391448071770666
1	1
1	1
1	1
1	1
1	0.721516242660662
1	0.721516242660662
1	0.721516242660662
1	0.721516242660662
