new_column	ID	ParentID	second_parent	third_parent	fourth_parent	fifth_parent	sixth_parent	seventh_parent	drivers_ID	uniq_subclones_per_driver	drivers_CCF_true
27162_3648_1321_606_237_0_0_0	27162	3648	1321	606	237	0	0	0	9	2	1.0038417021943e-06
27228_3648_1321_606_237_0_0_0	27228	3648	1321	606	237	0	0	0	9	2	1.0038417021943e-06
28334_3648_1321_606_237_0_0_0	28334	3648	1321	606	237	0	0	0	9	2	2.0076834043886e-06
9632_1321_606_237_0_0_0_0	9632	1321	606	237	0	0	0	0	8	2	7.02689191536008e-06
9663_1321_606_237_0_0_0_0	9663	1321	606	237	0	0	0	0	8	2	0.000140537838307202
1349_606_237_0_0_0_0_0	1349	606	237	0	0	0	0	0	7	2	1.0038417021943e-06
1878_606_237_0_0_0_0_0	1878	606	237	0	0	0	0	0	7	2	0.000582228187272693
1972_606_237_0_0_0_0_0	1972	606	237	0	0	0	0	0	7	2	5.01920851097149e-06
2193_606_237_0_0_0_0_0	2193	606	237	0	0	0	0	0	7	2	8.83380697930982e-05
2311_606_237_0_0_0_0_0	2311	606	237	0	0	0	0	0	7	2	2.60998842570517e-05
2451_606_237_0_0_0_0_0	2451	606	237	0	0	0	0	0	7	2	2.0076834043886e-06
2609_606_237_0_0_0_0_0	2609	606	237	0	0	0	0	0	7	2	5.11959268119092e-05
2636_606_237_0_0_0_0_0	2636	606	237	0	0	0	0	0	7	2	3.61383012789947e-05
6031_2636_606_237_0_0_0_0	6031	2636	606	237	0	0	0	0	8	2	3.11190927680232e-05
3072_606_237_0_0_0_0_0	3072	606	237	0	0	0	0	0	7	2	1.70653089373031e-05
3157_606_237_0_0_0_0_0	3157	606	237	0	0	0	0	0	7	2	2.0076834043886e-06
3740_606_237_0_0_0_0_0	3740	606	237	0	0	0	0	0	7	2	7.02689191536008e-06
3813_606_237_0_0_0_0_0	3813	606	237	0	0	0	0	0	7	2	0.0016553349669184
3984_606_237_0_0_0_0_0	3984	606	237	0	0	0	0	0	7	2	5.01920851097149e-06
4676_606_237_0_0_0_0_0	4676	606	237	0	0	0	0	0	7	2	4.01536680877719e-06
4883_606_237_0_0_0_0_0	4883	606	237	0	0	0	0	0	7	2	5.01920851097149e-06
4954_606_237_0_0_0_0_0	4954	606	237	0	0	0	0	0	7	2	3.01152510658289e-06
5071_606_237_0_0_0_0_0	5071	606	237	0	0	0	0	0	7	2	1.30499421285259e-05
5182_606_237_0_0_0_0_0	5182	606	237	0	0	0	0	0	7	2	1.0038417021943e-06
5283_606_237_0_0_0_0_0	5283	606	237	0	0	0	0	0	7	2	2.0076834043886e-06
6205_606_237_0_0_0_0_0	6205	606	237	0	0	0	0	0	7	2	2.40922008526631e-05
6560_606_237_0_0_0_0_0	6560	606	237	0	0	0	0	0	7	2	7.02689191536008e-06
6610_606_237_0_0_0_0_0	6610	606	237	0	0	0	0	0	7	2	2.20845174482745e-05
6916_606_237_0_0_0_0_0	6916	606	237	0	0	0	0	0	7	2	1.0038417021943e-06
7485_606_237_0_0_0_0_0	7485	606	237	0	0	0	0	0	7	2	1.0038417021943e-06
7597_606_237_0_0_0_0_0	7597	606	237	0	0	0	0	0	7	2	1.20461004263316e-05
7931_606_237_0_0_0_0_0	7931	606	237	0	0	0	0	0	7	2	8.03073361755438e-06
607_237_0_0_0_0_0_0	607	237	0	0	0	0	0	0	6	5	9.03457531974868e-06
611_237_0_0_0_0_0_0	611	237	0	0	0	0	0	0	6	5	1.30499421285259e-05
629_237_0_0_0_0_0_0	629	237	0	0	0	0	0	0	6	5	8.03073361755438e-06
635_237_0_0_0_0_0_0	635	237	0	0	0	0	0	0	6	5	8.03073361755438e-06
636_237_0_0_0_0_0_0	636	237	0	0	0	0	0	0	6	5	6.02305021316579e-06
639_237_0_0_0_0_0_0	639	237	0	0	0	0	0	0	6	5	0.00323437796447003
10092_639_237_0_0_0_0_0	10092	639	237	0	0	0	0	0	7	2	3.01152510658289e-06
1668_639_237_0_0_0_0_0	1668	639	237	0	0	0	0	0	7	2	5.01920851097149e-06
2301_639_237_0_0_0_0_0	2301	639	237	0	0	0	0	0	7	2	0.000188722240012528
2573_639_237_0_0_0_0_0	2573	639	237	0	0	0	0	0	7	2	6.02305021316579e-06
3224_639_237_0_0_0_0_0	3224	639	237	0	0	0	0	0	7	2	6.92650774514065e-05
5902_639_237_0_0_0_0_0	5902	639	237	0	0	0	0	0	7	2	1.0038417021943e-06
6379_639_237_0_0_0_0_0	6379	639	237	0	0	0	0	0	7	2	5.01920851097149e-06
6838_639_237_0_0_0_0_0	6838	639	237	0	0	0	0	0	7	2	4.01536680877719e-06
8968_639_237_0_0_0_0_0	8968	639	237	0	0	0	0	0	7	2	2.0076834043886e-06
643_237_0_0_0_0_0_0	643	237	0	0	0	0	0	0	6	5	2.0076834043886e-05
649_237_0_0_0_0_0_0	649	237	0	0	0	0	0	0	6	5	9.03457531974868e-06
651_237_0_0_0_0_0_0	651	237	0	0	0	0	0	0	6	5	0.000106407220432596
2669_651_237_0_0_0_0_0	2669	651	237	0	0	0	0	0	7	2	7.02689191536008e-06
653_237_0_0_0_0_0_0	653	237	0	0	0	0	0	0	6	5	3.41306178746061e-05
681_237_0_0_0_0_0_0	681	237	0	0	0	0	0	0	6	5	3.01152510658289e-06
683_237_0_0_0_0_0_0	683	237	0	0	0	0	0	0	6	5	0.721516242660662
10101_683_237_0_0_0_0_0	10101	683	237	0	0	0	0	0	7	2	4.01536680877719e-06
10296_683_237_0_0_0_0_0	10296	683	237	0	0	0	0	0	7	2	5.82228187272693e-05
11522_683_237_0_0_0_0_0	11522	683	237	0	0	0	0	0	7	2	1.0038417021943e-06
11928_683_237_0_0_0_0_0	11928	683	237	0	0	0	0	0	7	2	8.03073361755438e-06
1254_683_237_0_0_0_0_0	1254	683	237	0	0	0	0	0	7	2	0.00478330571095583
6875_1254_683_237_0_0_0_0	6875	1254	683	237	0	0	0	0	8	2	1.30499421285259e-05
9075_1254_683_237_0_0_0_0	9075	1254	683	237	0	0	0	0	8	2	5.01920851097149e-06
13616_683_237_0_0_0_0_0	13616	683	237	0	0	0	0	0	7	2	6.02305021316579e-06
1387_683_237_0_0_0_0_0	1387	683	237	0	0	0	0	0	7	2	2.7103725959246e-05
1425_683_237_0_0_0_0_0	1425	683	237	0	0	0	0	0	7	2	0.194023528041816
10108_1425_683_237_0_0_0_0	10108	1425	683	237	0	0	0	0	8	2	2.0076834043886e-06
10117_1425_683_237_0_0_0_0	10117	1425	683	237	0	0	0	0	8	2	2.0076834043886e-05
10263_1425_683_237_0_0_0_0	10263	1425	683	237	0	0	0	0	8	2	1.90729923416917e-05
10280_1425_683_237_0_0_0_0	10280	1425	683	237	0	0	0	0	8	2	5.01920851097149e-06
10330_1425_683_237_0_0_0_0	10330	1425	683	237	0	0	0	0	8	2	1.0038417021943e-06
10376_1425_683_237_0_0_0_0	10376	1425	683	237	0	0	0	0	8	2	0.000316210136191204
10408_1425_683_237_0_0_0_0	10408	1425	683	237	0	0	0	0	8	2	7.93034944733495e-05
10450_1425_683_237_0_0_0_0	10450	1425	683	237	0	0	0	0	8	2	8.03073361755438e-05
10674_1425_683_237_0_0_0_0	10674	1425	683	237	0	0	0	0	8	2	3.01152510658289e-06
10942_1425_683_237_0_0_0_0	10942	1425	683	237	0	0	0	0	8	2	7.02689191536008e-06
11011_1425_683_237_0_0_0_0	11011	1425	683	237	0	0	0	0	8	2	2.0076834043886e-06
11020_1425_683_237_0_0_0_0	11020	1425	683	237	0	0	0	0	8	2	3.51344595768004e-05
11148_1425_683_237_0_0_0_0	11148	1425	683	237	0	0	0	0	8	2	5.01920851097149e-06
11339_1425_683_237_0_0_0_0	11339	1425	683	237	0	0	0	0	8	2	1.10422587241373e-05
11447_1425_683_237_0_0_0_0	11447	1425	683	237	0	0	0	0	8	2	4.01536680877719e-06
11460_1425_683_237_0_0_0_0	11460	1425	683	237	0	0	0	0	8	2	1.10422587241373e-05
11855_1425_683_237_0_0_0_0	11855	1425	683	237	0	0	0	0	8	2	5.01920851097149e-06
11896_1425_683_237_0_0_0_0	11896	1425	683	237	0	0	0	0	8	2	0.00175873066224441
11906_1425_683_237_0_0_0_0	11906	1425	683	237	0	0	0	0	8	2	2.0076834043886e-06
11921_1425_683_237_0_0_0_0	11921	1425	683	237	0	0	0	0	8	2	5.01920851097149e-06
11981_1425_683_237_0_0_0_0	11981	1425	683	237	0	0	0	0	8	2	1.10422587241373e-05
12134_1425_683_237_0_0_0_0	12134	1425	683	237	0	0	0	0	8	2	5.01920851097149e-06
12186_1425_683_237_0_0_0_0	12186	1425	683	237	0	0	0	0	8	2	2.0076834043886e-06
12243_1425_683_237_0_0_0_0	12243	1425	683	237	0	0	0	0	8	2	0.000131503262987453
12400_1425_683_237_0_0_0_0	12400	1425	683	237	0	0	0	0	8	2	4.01536680877719e-06
12526_1425_683_237_0_0_0_0	12526	1425	683	237	0	0	0	0	8	2	1.90729923416917e-05
12630_1425_683_237_0_0_0_0	12630	1425	683	237	0	0	0	0	8	2	1.0038417021943e-06
12762_1425_683_237_0_0_0_0	12762	1425	683	237	0	0	0	0	8	2	0.000289106410231958
12780_1425_683_237_0_0_0_0	12780	1425	683	237	0	0	0	0	8	2	2.0076834043886e-06
12866_1425_683_237_0_0_0_0	12866	1425	683	237	0	0	0	0	8	2	2.20845174482745e-05
12907_1425_683_237_0_0_0_0	12907	1425	683	237	0	0	0	0	8	2	1.0038417021943e-06
12979_1425_683_237_0_0_0_0	12979	1425	683	237	0	0	0	0	8	2	6.02305021316579e-06
13028_1425_683_237_0_0_0_0	13028	1425	683	237	0	0	0	0	8	2	1.0038417021943e-06
13114_1425_683_237_0_0_0_0	13114	1425	683	237	0	0	0	0	8	2	1.0038417021943e-06
13151_1425_683_237_0_0_0_0	13151	1425	683	237	0	0	0	0	8	2	3.01152510658289e-06
13480_1425_683_237_0_0_0_0	13480	1425	683	237	0	0	0	0	8	2	3.01152510658289e-06
14216_1425_683_237_0_0_0_0	14216	1425	683	237	0	0	0	0	8	2	3.01152510658289e-06
14491_1425_683_237_0_0_0_0	14491	1425	683	237	0	0	0	0	8	2	1.0038417021943e-05
14537_1425_683_237_0_0_0_0	14537	1425	683	237	0	0	0	0	8	2	3.01152510658289e-06
14686_1425_683_237_0_0_0_0	14686	1425	683	237	0	0	0	0	8	2	2.0076834043886e-06
15506_1425_683_237_0_0_0_0	15506	1425	683	237	0	0	0	0	8	2	2.30883591504688e-05
15525_1425_683_237_0_0_0_0	15525	1425	683	237	0	0	0	0	8	2	2.0076834043886e-06
16099_1425_683_237_0_0_0_0	16099	1425	683	237	0	0	0	0	8	2	7.02689191536008e-06
16368_1425_683_237_0_0_0_0	16368	1425	683	237	0	0	0	0	8	2	2.0076834043886e-06
16821_1425_683_237_0_0_0_0	16821	1425	683	237	0	0	0	0	8	2	1.0038417021943e-06
16887_1425_683_237_0_0_0_0	16887	1425	683	237	0	0	0	0	8	2	4.01536680877719e-06
16944_1425_683_237_0_0_0_0	16944	1425	683	237	0	0	0	0	8	2	6.02305021316579e-06
17035_1425_683_237_0_0_0_0	17035	1425	683	237	0	0	0	0	8	2	3.01152510658289e-06
19288_1425_683_237_0_0_0_0	19288	1425	683	237	0	0	0	0	8	2	1.0038417021943e-06
2566_1425_683_237_0_0_0_0	2566	1425	683	237	0	0	0	0	8	2	0.00316611672872081
2869_1425_683_237_0_0_0_0	2869	1425	683	237	0	0	0	0	8	2	0.124339848600594
10206_2869_1425_683_237_0_0_0	10206	2869	1425	683	237	0	0	0	9	2	0.000602305021316579
10253_2869_1425_683_237_0_0_0	10253	2869	1425	683	237	0	0	0	9	2	0.0796568467525219
13382_10253_2869_1425_683_237_0_0	13382	10253	2869	1425	683	237	0	0	10	2	0.0140377223634851
21993_13382_10253_2869_1425_683_237_0	21993	13382	10253	2869	1425	683	237	0	11	2	0.000105403378730401
23033_13382_10253_2869_1425_683_237_0	23033	13382	10253	2869	1425	683	237	0	11	2	0.000175672297884002
23152_13382_10253_2869_1425_683_237_0	23152	13382	10253	2869	1425	683	237	0	11	2	0.000118453320858927
24060_13382_10253_2869_1425_683_237_0	24060	13382	10253	2869	1425	683	237	0	11	2	2.30883591504688e-05
24363_13382_10253_2869_1425_683_237_0	24363	13382	10253	2869	1425	683	237	0	11	2	0.000300148668956095
24400_13382_10253_2869_1425_683_237_0	24400	13382	10253	2869	1425	683	237	0	11	2	1.90729923416917e-05
25959_13382_10253_2869_1425_683_237_0	25959	13382	10253	2869	1425	683	237	0	11	2	9.03457531974868e-06
26486_13382_10253_2869_1425_683_237_0	26486	13382	10253	2869	1425	683	237	0	11	2	4.01536680877719e-06
27456_13382_10253_2869_1425_683_237_0	27456	13382	10253	2869	1425	683	237	0	11	2	6.02305021316579e-06
27569_13382_10253_2869_1425_683_237_0	27569	13382	10253	2869	1425	683	237	0	11	2	3.01152510658289e-06
27910_13382_10253_2869_1425_683_237_0	27910	13382	10253	2869	1425	683	237	0	11	2	0.000158606988946699
27952_13382_10253_2869_1425_683_237_0	27952	13382	10253	2869	1425	683	237	0	11	2	7.02689191536008e-06
28456_13382_10253_2869_1425_683_237_0	28456	13382	10253	2869	1425	683	237	0	11	2	2.0076834043886e-06
28629_13382_10253_2869_1425_683_237_0	28629	13382	10253	2869	1425	683	237	0	11	2	2.0076834043886e-06
29188_13382_10253_2869_1425_683_237_0	29188	13382	10253	2869	1425	683	237	0	11	2	3.61383012789947e-05
29881_13382_10253_2869_1425_683_237_0	29881	13382	10253	2869	1425	683	237	0	11	2	3.01152510658289e-06
30277_13382_10253_2869_1425_683_237_0	30277	13382	10253	2869	1425	683	237	0	11	2	7.02689191536008e-06
30418_13382_10253_2869_1425_683_237_0	30418	13382	10253	2869	1425	683	237	0	11	2	3.01152510658289e-06
30540_13382_10253_2869_1425_683_237_0	30540	13382	10253	2869	1425	683	237	0	11	2	2.0076834043886e-06
31388_13382_10253_2869_1425_683_237_0	31388	13382	10253	2869	1425	683	237	0	11	2	6.22381855360465e-05
32003_13382_10253_2869_1425_683_237_0	32003	13382	10253	2869	1425	683	237	0	11	2	2.0076834043886e-06
32436_13382_10253_2869_1425_683_237_0	32436	13382	10253	2869	1425	683	237	0	11	2	1.0038417021943e-06
32925_13382_10253_2869_1425_683_237_0	32925	13382	10253	2869	1425	683	237	0	11	2	2.0076834043886e-06
16615_10253_2869_1425_683_237_0_0	16615	10253	2869	1425	683	237	0	0	10	2	0.00602305021316579
29883_16615_10253_2869_1425_683_237_0	29883	16615	10253	2869	1425	683	237	0	11	2	2.0076834043886e-06
30582_16615_10253_2869_1425_683_237_0	30582	16615	10253	2869	1425	683	237	0	11	2	2.0076834043886e-06
30875_16615_10253_2869_1425_683_237_0	30875	16615	10253	2869	1425	683	237	0	11	2	4.01536680877719e-06
32812_16615_10253_2869_1425_683_237_0	32812	16615	10253	2869	1425	683	237	0	11	2	8.03073361755438e-06
16650_10253_2869_1425_683_237_0_0	16650	10253	2869	1425	683	237	0	0	10	2	0.00402138985899036
26413_16650_10253_2869_1425_683_237_0	26413	16650	10253	2869	1425	683	237	0	11	2	1.70653089373031e-05
26751_16650_10253_2869_1425_683_237_0	26751	16650	10253	2869	1425	683	237	0	11	2	1.20461004263316e-05
17324_10253_2869_1425_683_237_0_0	17324	10253	2869	1425	683	237	0	0	10	2	0.00568977476803728
31137_17324_10253_2869_1425_683_237_0	31137	17324	10253	2869	1425	683	237	0	11	2	2.0076834043886e-06
17487_10253_2869_1425_683_237_0_0	17487	10253	2869	1425	683	237	0	0	10	2	0.00115040259071466
17905_10253_2869_1425_683_237_0_0	17905	10253	2869	1425	683	237	0	0	10	2	0.00167139643415351
29790_17905_10253_2869_1425_683_237_0	29790	17905	10253	2869	1425	683	237	0	11	2	1.0038417021943e-06
18791_10253_2869_1425_683_237_0_0	18791	10253	2869	1425	683	237	0	0	10	2	0.00308279786743869
29429_18791_10253_2869_1425_683_237_0	29429	18791	10253	2869	1425	683	237	0	11	2	2.0076834043886e-06
29674_18791_10253_2869_1425_683_237_0	29674	18791	10253	2869	1425	683	237	0	11	2	2.0076834043886e-06
19401_10253_2869_1425_683_237_0_0	19401	10253	2869	1425	683	237	0	0	10	2	0.00083620013792785
19872_10253_2869_1425_683_237_0_0	19872	10253	2869	1425	683	237	0	0	10	2	0.00160514288180868
34547_19872_10253_2869_1425_683_237_0	34547	19872	10253	2869	1425	683	237	0	11	2	2.0076834043886e-06
20517_10253_2869_1425_683_237_0_0	20517	10253	2869	1425	683	237	0	0	10	2	0.000844230871545404
20581_10253_2869_1425_683_237_0_0	20581	10253	2869	1425	683	237	0	0	10	2	4.61767183009377e-05
20966_10253_2869_1425_683_237_0_0	20966	10253	2869	1425	683	237	0	0	10	2	0.00140136301626324
32748_20966_10253_2869_1425_683_237_0	32748	20966	10253	2869	1425	683	237	0	11	2	1.0038417021943e-06
21063_10253_2869_1425_683_237_0_0	21063	10253	2869	1425	683	237	0	0	10	2	0.000879365331122205
21117_10253_2869_1425_683_237_0_0	21117	10253	2869	1425	683	237	0	0	10	2	1.60614672351088e-05
21268_10253_2869_1425_683_237_0_0	21268	10253	2869	1425	683	237	0	0	10	2	6.52497106426293e-05
21587_10253_2869_1425_683_237_0_0	21587	10253	2869	1425	683	237	0	0	10	2	0.000131503262987453
21923_10253_2869_1425_683_237_0_0	21923	10253	2869	1425	683	237	0	0	10	2	0.000803073361755438
21946_10253_2869_1425_683_237_0_0	21946	10253	2869	1425	683	237	0	0	10	2	0.000366402221300919
31214_21946_10253_2869_1425_683_237_0	31214	21946	10253	2869	1425	683	237	0	11	2	6.02305021316579e-06
21992_10253_2869_1425_683_237_0_0	21992	10253	2869	1425	683	237	0	0	10	2	0.000119457162561121
22038_10253_2869_1425_683_237_0_0	22038	10253	2869	1425	683	237	0	0	10	2	7.32804442601837e-05
22073_10253_2869_1425_683_237_0_0	22073	10253	2869	1425	683	237	0	0	10	2	0.000134514788094036
22379_10253_2869_1425_683_237_0_0	22379	10253	2869	1425	683	237	0	0	10	2	1.80691506394974e-05
22444_10253_2869_1425_683_237_0_0	22444	10253	2869	1425	683	237	0	0	10	2	0.000257987317463934
22550_10253_2869_1425_683_237_0_0	22550	10253	2869	1425	683	237	0	0	10	2	0.000202776023843248
22698_10253_2869_1425_683_237_0_0	22698	10253	2869	1425	683	237	0	0	10	2	1.0038417021943e-05
22725_10253_2869_1425_683_237_0_0	22725	10253	2869	1425	683	237	0	0	10	2	0.000984768709852606
22762_10253_2869_1425_683_237_0_0	22762	10253	2869	1425	683	237	0	0	10	2	5.62151353228807e-05
22812_10253_2869_1425_683_237_0_0	22812	10253	2869	1425	683	237	0	0	10	2	0.000377444480025056
22836_10253_2869_1425_683_237_0_0	22836	10253	2869	1425	683	237	0	0	10	2	6.22381855360465e-05
22857_10253_2869_1425_683_237_0_0	22857	10253	2869	1425	683	237	0	0	10	2	3.21229344702175e-05
22858_10253_2869_1425_683_237_0_0	22858	10253	2869	1425	683	237	0	0	10	2	8.83380697930982e-05
22875_10253_2869_1425_683_237_0_0	22875	10253	2869	1425	683	237	0	0	10	2	9.73726451128469e-05
22912_10253_2869_1425_683_237_0_0	22912	10253	2869	1425	683	237	0	0	10	2	4.01536680877719e-06
23311_10253_2869_1425_683_237_0_0	23311	10253	2869	1425	683	237	0	0	10	2	1.80691506394974e-05
23663_10253_2869_1425_683_237_0_0	23663	10253	2869	1425	683	237	0	0	10	2	3.31267761724118e-05
23690_10253_2869_1425_683_237_0_0	23690	10253	2869	1425	683	237	0	0	10	2	4.51728765987434e-05
23898_10253_2869_1425_683_237_0_0	23898	10253	2869	1425	683	237	0	0	10	2	0.000241925850228826
23991_10253_2869_1425_683_237_0_0	23991	10253	2869	1425	683	237	0	0	10	2	8.13111778777381e-05
23992_10253_2869_1425_683_237_0_0	23992	10253	2869	1425	683	237	0	0	10	2	0.00023590280001566
24014_10253_2869_1425_683_237_0_0	24014	10253	2869	1425	683	237	0	0	10	2	0.00118252552518488
33485_24014_10253_2869_1425_683_237_0	33485	24014	10253	2869	1425	683	237	0	11	2	4.01536680877719e-06
24267_10253_2869_1425_683_237_0_0	24267	10253	2869	1425	683	237	0	0	10	2	0.00194745290225694
24290_10253_2869_1425_683_237_0_0	24290	10253	2869	1425	683	237	0	0	10	2	7.4284285962378e-05
24291_10253_2869_1425_683_237_0_0	24291	10253	2869	1425	683	237	0	0	10	2	3.61383012789947e-05
24292_10253_2869_1425_683_237_0_0	24292	10253	2869	1425	683	237	0	0	10	2	1.0038417021943e-05
24310_10253_2869_1425_683_237_0_0	24310	10253	2869	1425	683	237	0	0	10	2	9.03457531974868e-06
24334_10253_2869_1425_683_237_0_0	24334	10253	2869	1425	683	237	0	0	10	2	4.21613514921605e-05
24399_10253_2869_1425_683_237_0_0	24399	10253	2869	1425	683	237	0	0	10	2	0.000376440638322862
24516_10253_2869_1425_683_237_0_0	24516	10253	2869	1425	683	237	0	0	10	2	3.41306178746061e-05
24572_10253_2869_1425_683_237_0_0	24572	10253	2869	1425	683	237	0	0	10	2	2.0076834043886e-05
24587_10253_2869_1425_683_237_0_0	24587	10253	2869	1425	683	237	0	0	10	2	0.00185409562395287
24588_10253_2869_1425_683_237_0_0	24588	10253	2869	1425	683	237	0	0	10	2	3.01152510658289e-05
24670_10253_2869_1425_683_237_0_0	24670	10253	2869	1425	683	237	0	0	10	2	1.10422587241373e-05
24746_10253_2869_1425_683_237_0_0	24746	10253	2869	1425	683	237	0	0	10	2	3.01152510658289e-06
24766_10253_2869_1425_683_237_0_0	24766	10253	2869	1425	683	237	0	0	10	2	1.0038417021943e-05
24796_10253_2869_1425_683_237_0_0	24796	10253	2869	1425	683	237	0	0	10	2	4.41690348965491e-05
24888_10253_2869_1425_683_237_0_0	24888	10253	2869	1425	683	237	0	0	10	2	8.73342280909039e-05
24922_10253_2869_1425_683_237_0_0	24922	10253	2869	1425	683	237	0	0	10	2	4.01536680877719e-06
25073_10253_2869_1425_683_237_0_0	25073	10253	2869	1425	683	237	0	0	10	2	0.000494893959181789
25268_10253_2869_1425_683_237_0_0	25268	10253	2869	1425	683	237	0	0	10	2	2.91114093636346e-05
25431_10253_2869_1425_683_237_0_0	25431	10253	2869	1425	683	237	0	0	10	2	5.01920851097149e-06
25480_10253_2869_1425_683_237_0_0	25480	10253	2869	1425	683	237	0	0	10	2	1.80691506394974e-05
25694_10253_2869_1425_683_237_0_0	25694	10253	2869	1425	683	237	0	0	10	2	1.70653089373031e-05
25753_10253_2869_1425_683_237_0_0	25753	10253	2869	1425	683	237	0	0	10	2	5.01920851097149e-06
26056_10253_2869_1425_683_237_0_0	26056	10253	2869	1425	683	237	0	0	10	2	5.82228187272693e-05
26188_10253_2869_1425_683_237_0_0	26188	10253	2869	1425	683	237	0	0	10	2	6.02305021316579e-06
26243_10253_2869_1425_683_237_0_0	26243	10253	2869	1425	683	237	0	0	10	2	4.01536680877719e-06
26310_10253_2869_1425_683_237_0_0	26310	10253	2869	1425	683	237	0	0	10	2	1.60614672351088e-05
26311_10253_2869_1425_683_237_0_0	26311	10253	2869	1425	683	237	0	0	10	2	3.01152510658289e-06
26458_10253_2869_1425_683_237_0_0	26458	10253	2869	1425	683	237	0	0	10	2	2.0076834043886e-06
26459_10253_2869_1425_683_237_0_0	26459	10253	2869	1425	683	237	0	0	10	2	2.30883591504688e-05
26484_10253_2869_1425_683_237_0_0	26484	10253	2869	1425	683	237	0	0	10	2	3.21229344702175e-05
26637_10253_2869_1425_683_237_0_0	26637	10253	2869	1425	683	237	0	0	10	2	1.30499421285259e-05
26672_10253_2869_1425_683_237_0_0	26672	10253	2869	1425	683	237	0	0	10	2	5.01920851097149e-06
26673_10253_2869_1425_683_237_0_0	26673	10253	2869	1425	683	237	0	0	10	2	3.11190927680232e-05
26812_10253_2869_1425_683_237_0_0	26812	10253	2869	1425	683	237	0	0	10	2	2.0076834043886e-06
26839_10253_2869_1425_683_237_0_0	26839	10253	2869	1425	683	237	0	0	10	2	0.000212814440865191
26871_10253_2869_1425_683_237_0_0	26871	10253	2869	1425	683	237	0	0	10	2	8.03073361755438e-06
26914_10253_2869_1425_683_237_0_0	26914	10253	2869	1425	683	237	0	0	10	2	1.10422587241373e-05
27095_10253_2869_1425_683_237_0_0	27095	10253	2869	1425	683	237	0	0	10	2	6.02305021316579e-06
27281_10253_2869_1425_683_237_0_0	27281	10253	2869	1425	683	237	0	0	10	2	2.0076834043886e-06
27282_10253_2869_1425_683_237_0_0	27282	10253	2869	1425	683	237	0	0	10	2	5.01920851097149e-06
27307_10253_2869_1425_683_237_0_0	27307	10253	2869	1425	683	237	0	0	10	2	1.20461004263316e-05
27308_10253_2869_1425_683_237_0_0	27308	10253	2869	1425	683	237	0	0	10	2	1.0038417021943e-06
27453_10253_2869_1425_683_237_0_0	27453	10253	2869	1425	683	237	0	0	10	2	3.81459846833833e-05
27790_10253_2869_1425_683_237_0_0	27790	10253	2869	1425	683	237	0	0	10	2	7.02689191536008e-06
27882_10253_2869_1425_683_237_0_0	27882	10253	2869	1425	683	237	0	0	10	2	3.11190927680232e-05
27907_10253_2869_1425_683_237_0_0	27907	10253	2869	1425	683	237	0	0	10	2	3.01152510658289e-06
27981_10253_2869_1425_683_237_0_0	27981	10253	2869	1425	683	237	0	0	10	2	5.01920851097149e-06
28046_10253_2869_1425_683_237_0_0	28046	10253	2869	1425	683	237	0	0	10	2	2.0076834043886e-06
28073_10253_2869_1425_683_237_0_0	28073	10253	2869	1425	683	237	0	0	10	2	2.0076834043886e-06
28484_10253_2869_1425_683_237_0_0	28484	10253	2869	1425	683	237	0	0	10	2	4.01536680877719e-06
28539_10253_2869_1425_683_237_0_0	28539	10253	2869	1425	683	237	0	0	10	2	1.0038417021943e-06
28569_10253_2869_1425_683_237_0_0	28569	10253	2869	1425	683	237	0	0	10	2	4.01536680877719e-06
28704_10253_2869_1425_683_237_0_0	28704	10253	2869	1425	683	237	0	0	10	2	2.0076834043886e-06
28735_10253_2869_1425_683_237_0_0	28735	10253	2869	1425	683	237	0	0	10	2	2.0076834043886e-06
28790_10253_2869_1425_683_237_0_0	28790	10253	2869	1425	683	237	0	0	10	2	2.0076834043886e-06
28846_10253_2869_1425_683_237_0_0	28846	10253	2869	1425	683	237	0	0	10	2	4.01536680877719e-06
28971_10253_2869_1425_683_237_0_0	28971	10253	2869	1425	683	237	0	0	10	2	1.0038417021943e-06
29646_10253_2869_1425_683_237_0_0	29646	10253	2869	1425	683	237	0	0	10	2	3.01152510658289e-06
29764_10253_2869_1425_683_237_0_0	29764	10253	2869	1425	683	237	0	0	10	2	1.0038417021943e-06
29909_10253_2869_1425_683_237_0_0	29909	10253	2869	1425	683	237	0	0	10	2	3.01152510658289e-06
29994_10253_2869_1425_683_237_0_0	29994	10253	2869	1425	683	237	0	0	10	2	3.01152510658289e-06
30138_10253_2869_1425_683_237_0_0	30138	10253	2869	1425	683	237	0	0	10	2	3.01152510658289e-06
30805_10253_2869_1425_683_237_0_0	30805	10253	2869	1425	683	237	0	0	10	2	1.0038417021943e-06
31349_10253_2869_1425_683_237_0_0	31349	10253	2869	1425	683	237	0	0	10	2	2.0076834043886e-06
31350_10253_2869_1425_683_237_0_0	31350	10253	2869	1425	683	237	0	0	10	2	3.01152510658289e-06
31455_10253_2869_1425_683_237_0_0	31455	10253	2869	1425	683	237	0	0	10	2	1.40537838307202e-05
31560_10253_2869_1425_683_237_0_0	31560	10253	2869	1425	683	237	0	0	10	2	1.0038417021943e-06
31671_10253_2869_1425_683_237_0_0	31671	10253	2869	1425	683	237	0	0	10	2	5.01920851097149e-06
31708_10253_2869_1425_683_237_0_0	31708	10253	2869	1425	683	237	0	0	10	2	2.0076834043886e-06
