new_column	ID	ParentID	second_parent	third_parent	fourth_parent	fifth_parent	sixth_parent	seventh_parent	drivers_ID	uniq_subclones_per_driver	drivers_CCF_true
31906_10253_2869_1425_683_237_0_0	31906	10253	2869	1425	683	237	0	0	10	2	2.0076834043886e-06
31970_10253_2869_1425_683_237_0_0	31970	10253	2869	1425	683	237	0	0	10	2	4.01536680877719e-06
10644_2869_1425_683_237_0_0_0	10644	2869	1425	683	237	0	0	0	9	2	6.72573940470179e-05
10874_2869_1425_683_237_0_0_0	10874	2869	1425	683	237	0	0	0	9	2	0.000210806757460802
11380_2869_1425_683_237_0_0_0	11380	2869	1425	683	237	0	0	0	9	2	8.93419114952925e-05
11932_2869_1425_683_237_0_0_0	11932	2869	1425	683	237	0	0	0	9	2	0.00346124618916594
22465_11932_2869_1425_683_237_0_0	22465	11932	2869	1425	683	237	0	0	10	2	2.0076834043886e-06
11991_2869_1425_683_237_0_0_0	11991	2869	1425	683	237	0	0	0	9	2	0.00209602147418169
11992_2869_1425_683_237_0_0_0	11992	2869	1425	683	237	0	0	0	9	2	8.03073361755438e-05
12245_2869_1425_683_237_0_0_0	12245	2869	1425	683	237	0	0	0	9	2	0.00032926007831973
12319_2869_1425_683_237_0_0_0	12319	2869	1425	683	237	0	0	0	9	2	0.00434663457050131
27209_12319_2869_1425_683_237_0_0	27209	12319	2869	1425	683	237	0	0	10	2	2.0076834043886e-06
30511_12319_2869_1425_683_237_0_0	30511	12319	2869	1425	683	237	0	0	10	2	1.0038417021943e-06
12530_2869_1425_683_237_0_0_0	12530	2869	1425	683	237	0	0	0	9	2	0.00100584938559869
12548_2869_1425_683_237_0_0_0	12548	2869	1425	683	237	0	0	0	9	2	0.000125480212774287
12587_2869_1425_683_237_0_0_0	12587	2869	1425	683	237	0	0	0	9	2	3.31267761724118e-05
12611_2869_1425_683_237_0_0_0	12611	2869	1425	683	237	0	0	0	9	2	8.33188612821267e-05
12798_2869_1425_683_237_0_0_0	12798	2869	1425	683	237	0	0	0	9	2	1.10422587241373e-05
12854_2869_1425_683_237_0_0_0	12854	2869	1425	683	237	0	0	0	9	2	3.21229344702175e-05
12935_2869_1425_683_237_0_0_0	12935	2869	1425	683	237	0	0	0	9	2	1.10422587241373e-05
13169_2869_1425_683_237_0_0_0	13169	2869	1425	683	237	0	0	0	9	2	0.000150576255329145
13314_2869_1425_683_237_0_0_0	13314	2869	1425	683	237	0	0	0	9	2	0.000679600832385539
13361_2869_1425_683_237_0_0_0	13361	2869	1425	683	237	0	0	0	9	2	2.20845174482745e-05
13362_2869_1425_683_237_0_0_0	13362	2869	1425	683	237	0	0	0	9	2	0.000186714556608139
13932_2869_1425_683_237_0_0_0	13932	2869	1425	683	237	0	0	0	9	2	1.20461004263316e-05
13987_2869_1425_683_237_0_0_0	13987	2869	1425	683	237	0	0	0	9	2	2.10806757460802e-05
14064_2869_1425_683_237_0_0_0	14064	2869	1425	683	237	0	0	0	9	2	0.000679600832385539
14221_2869_1425_683_237_0_0_0	14221	2869	1425	683	237	0	0	0	9	2	2.7103725959246e-05
14252_2869_1425_683_237_0_0_0	14252	2869	1425	683	237	0	0	0	9	2	3.01152510658289e-06
14265_2869_1425_683_237_0_0_0	14265	2869	1425	683	237	0	0	0	9	2	0.000314202452786815
14434_2869_1425_683_237_0_0_0	14434	2869	1425	683	237	0	0	0	9	2	3.21229344702175e-05
14779_2869_1425_683_237_0_0_0	14779	2869	1425	683	237	0	0	0	9	2	8.83380697930982e-05
14849_2869_1425_683_237_0_0_0	14849	2869	1425	683	237	0	0	0	9	2	4.41690348965491e-05
14878_2869_1425_683_237_0_0_0	14878	2869	1425	683	237	0	0	0	9	2	0.000174668456181808
26719_14878_2869_1425_683_237_0_0	26719	14878	2869	1425	683	237	0	0	10	2	1.0038417021943e-06
14975_2869_1425_683_237_0_0_0	14975	2869	1425	683	237	0	0	0	9	2	0.000310187085978038
15006_2869_1425_683_237_0_0_0	15006	2869	1425	683	237	0	0	0	9	2	2.0076834043886e-06
15126_2869_1425_683_237_0_0_0	15126	2869	1425	683	237	0	0	0	9	2	3.31267761724118e-05
15216_2869_1425_683_237_0_0_0	15216	2869	1425	683	237	0	0	0	9	2	1.20461004263316e-05
15336_2869_1425_683_237_0_0_0	15336	2869	1425	683	237	0	0	0	9	2	7.02689191536008e-06
15376_2869_1425_683_237_0_0_0	15376	2869	1425	683	237	0	0	0	9	2	3.11190927680232e-05
15495_2869_1425_683_237_0_0_0	15495	2869	1425	683	237	0	0	0	9	2	3.81459846833833e-05
15621_2869_1425_683_237_0_0_0	15621	2869	1425	683	237	0	0	0	9	2	2.0076834043886e-06
15622_2869_1425_683_237_0_0_0	15622	2869	1425	683	237	0	0	0	9	2	3.01152510658289e-06
15788_2869_1425_683_237_0_0_0	15788	2869	1425	683	237	0	0	0	9	2	9.83764868150412e-05
15860_2869_1425_683_237_0_0_0	15860	2869	1425	683	237	0	0	0	9	2	3.31267761724118e-05
15925_2869_1425_683_237_0_0_0	15925	2869	1425	683	237	0	0	0	9	2	2.0076834043886e-06
15940_2869_1425_683_237_0_0_0	15940	2869	1425	683	237	0	0	0	9	2	1.10422587241373e-05
16061_2869_1425_683_237_0_0_0	16061	2869	1425	683	237	0	0	0	9	2	4.01536680877719e-06
16115_2869_1425_683_237_0_0_0	16115	2869	1425	683	237	0	0	0	9	2	2.0076834043886e-05
16174_2869_1425_683_237_0_0_0	16174	2869	1425	683	237	0	0	0	9	2	8.03073361755438e-06
16191_2869_1425_683_237_0_0_0	16191	2869	1425	683	237	0	0	0	9	2	1.50576255329145e-05
16223_2869_1425_683_237_0_0_0	16223	2869	1425	683	237	0	0	0	9	2	2.0076834043886e-06
16354_2869_1425_683_237_0_0_0	16354	2869	1425	683	237	0	0	0	9	2	4.21613514921605e-05
16597_2869_1425_683_237_0_0_0	16597	2869	1425	683	237	0	0	0	9	2	6.02305021316579e-06
17015_2869_1425_683_237_0_0_0	17015	2869	1425	683	237	0	0	0	9	2	2.10806757460802e-05
17078_2869_1425_683_237_0_0_0	17078	2869	1425	683	237	0	0	0	9	2	8.03073361755438e-06
17151_2869_1425_683_237_0_0_0	17151	2869	1425	683	237	0	0	0	9	2	9.03457531974868e-06
17185_2869_1425_683_237_0_0_0	17185	2869	1425	683	237	0	0	0	9	2	2.60998842570517e-05
17260_2869_1425_683_237_0_0_0	17260	2869	1425	683	237	0	0	0	9	2	2.30883591504688e-05
17294_2869_1425_683_237_0_0_0	17294	2869	1425	683	237	0	0	0	9	2	2.40922008526631e-05
17371_2869_1425_683_237_0_0_0	17371	2869	1425	683	237	0	0	0	9	2	6.02305021316579e-06
17664_2869_1425_683_237_0_0_0	17664	2869	1425	683	237	0	0	0	9	2	3.21229344702175e-05
17680_2869_1425_683_237_0_0_0	17680	2869	1425	683	237	0	0	0	9	2	2.50960425548574e-05
17735_2869_1425_683_237_0_0_0	17735	2869	1425	683	237	0	0	0	9	2	1.40537838307202e-05
17816_2869_1425_683_237_0_0_0	17816	2869	1425	683	237	0	0	0	9	2	3.01152510658289e-06
17825_2869_1425_683_237_0_0_0	17825	2869	1425	683	237	0	0	0	9	2	1.0038417021943e-06
17902_2869_1425_683_237_0_0_0	17902	2869	1425	683	237	0	0	0	9	2	2.30883591504688e-05
17917_2869_1425_683_237_0_0_0	17917	2869	1425	683	237	0	0	0	9	2	7.02689191536008e-06
18210_2869_1425_683_237_0_0_0	18210	2869	1425	683	237	0	0	0	9	2	2.0076834043886e-06
18301_2869_1425_683_237_0_0_0	18301	2869	1425	683	237	0	0	0	9	2	1.0038417021943e-06
18431_2869_1425_683_237_0_0_0	18431	2869	1425	683	237	0	0	0	9	2	6.02305021316579e-06
18706_2869_1425_683_237_0_0_0	18706	2869	1425	683	237	0	0	0	9	2	1.0038417021943e-06
18758_2869_1425_683_237_0_0_0	18758	2869	1425	683	237	0	0	0	9	2	2.0076834043886e-06
19066_2869_1425_683_237_0_0_0	19066	2869	1425	683	237	0	0	0	9	2	2.0076834043886e-06
19144_2869_1425_683_237_0_0_0	19144	2869	1425	683	237	0	0	0	9	2	5.01920851097149e-06
19221_2869_1425_683_237_0_0_0	19221	2869	1425	683	237	0	0	0	9	2	9.03457531974868e-06
19261_2869_1425_683_237_0_0_0	19261	2869	1425	683	237	0	0	0	9	2	1.0038417021943e-06
19278_2869_1425_683_237_0_0_0	19278	2869	1425	683	237	0	0	0	9	2	2.0076834043886e-06
19343_2869_1425_683_237_0_0_0	19343	2869	1425	683	237	0	0	0	9	2	4.81844017053263e-05
19575_2869_1425_683_237_0_0_0	19575	2869	1425	683	237	0	0	0	9	2	1.0038417021943e-06
19679_2869_1425_683_237_0_0_0	19679	2869	1425	683	237	0	0	0	9	2	2.0076834043886e-06
19932_2869_1425_683_237_0_0_0	19932	2869	1425	683	237	0	0	0	9	2	3.01152510658289e-06
19949_2869_1425_683_237_0_0_0	19949	2869	1425	683	237	0	0	0	9	2	2.0076834043886e-06
20072_2869_1425_683_237_0_0_0	20072	2869	1425	683	237	0	0	0	9	2	5.01920851097149e-06
20741_2869_1425_683_237_0_0_0	20741	2869	1425	683	237	0	0	0	9	2	7.02689191536008e-06
21061_2869_1425_683_237_0_0_0	21061	2869	1425	683	237	0	0	0	9	2	2.0076834043886e-06
21097_2869_1425_683_237_0_0_0	21097	2869	1425	683	237	0	0	0	9	2	1.0038417021943e-06
21098_2869_1425_683_237_0_0_0	21098	2869	1425	683	237	0	0	0	9	2	3.01152510658289e-06
21942_2869_1425_683_237_0_0_0	21942	2869	1425	683	237	0	0	0	9	2	5.01920851097149e-06
22153_2869_1425_683_237_0_0_0	22153	2869	1425	683	237	0	0	0	9	2	1.0038417021943e-06
22352_2869_1425_683_237_0_0_0	22352	2869	1425	683	237	0	0	0	9	2	1.0038417021943e-06
22716_2869_1425_683_237_0_0_0	22716	2869	1425	683	237	0	0	0	9	2	3.01152510658289e-06
23085_2869_1425_683_237_0_0_0	23085	2869	1425	683	237	0	0	0	9	2	2.0076834043886e-06
23169_2869_1425_683_237_0_0_0	23169	2869	1425	683	237	0	0	0	9	2	2.0076834043886e-06
23375_2869_1425_683_237_0_0_0	23375	2869	1425	683	237	0	0	0	9	2	6.02305021316579e-06
23868_2869_1425_683_237_0_0_0	23868	2869	1425	683	237	0	0	0	9	2	5.01920851097149e-06
27001_2869_1425_683_237_0_0_0	27001	2869	1425	683	237	0	0	0	9	2	3.01152510658289e-06
6649_2869_1425_683_237_0_0_0	6649	2869	1425	683	237	0	0	0	9	2	0.00632922193233505
16728_6649_2869_1425_683_237_0_0	16728	6649	2869	1425	683	237	0	0	10	2	7.02689191536008e-06
18648_6649_2869_1425_683_237_0_0	18648	6649	2869	1425	683	237	0	0	10	2	8.63303863887096e-05
20516_6649_2869_1425_683_237_0_0	20516	6649	2869	1425	683	237	0	0	10	2	8.03073361755438e-06
20544_6649_2869_1425_683_237_0_0	20544	6649	2869	1425	683	237	0	0	10	2	3.01152510658289e-06
23834_6649_2869_1425_683_237_0_0	23834	6649	2869	1425	683	237	0	0	10	2	3.01152510658289e-06
3952_1425_683_237_0_0_0_0	3952	1425	683	237	0	0	0	0	8	2	0.00610134986593694
13814_3952_1425_683_237_0_0_0	13814	3952	1425	683	237	0	0	0	9	2	2.0076834043886e-06
18317_3952_1425_683_237_0_0_0	18317	3952	1425	683	237	0	0	0	9	2	1.0038417021943e-06
19680_3952_1425_683_237_0_0_0	19680	3952	1425	683	237	0	0	0	9	2	2.50960425548574e-05
20317_3952_1425_683_237_0_0_0	20317	3952	1425	683	237	0	0	0	9	2	1.0038417021943e-06
4538_1425_683_237_0_0_0_0	4538	1425	683	237	0	0	0	0	8	2	0.00433659615347937
26076_4538_1425_683_237_0_0_0	26076	4538	1425	683	237	0	0	0	9	2	1.0038417021943e-06
5256_1425_683_237_0_0_0_0	5256	1425	683	237	0	0	0	0	8	2	0.00080809257026641
5339_1425_683_237_0_0_0_0	5339	1425	683	237	0	0	0	0	8	2	1.10422587241373e-05
5397_1425_683_237_0_0_0_0	5397	1425	683	237	0	0	0	0	8	2	0.000161618514053282
5476_1425_683_237_0_0_0_0	5476	1425	683	237	0	0	0	0	8	2	0.000454740291094017
5477_1425_683_237_0_0_0_0	5477	1425	683	237	0	0	0	0	8	2	6.52497106426293e-05
5675_1425_683_237_0_0_0_0	5675	1425	683	237	0	0	0	0	8	2	7.12727608557951e-05
5975_1425_683_237_0_0_0_0	5975	1425	683	237	0	0	0	0	8	2	0.000942607358360445
6016_1425_683_237_0_0_0_0	6016	1425	683	237	0	0	0	0	8	2	1.20461004263316e-05
6042_1425_683_237_0_0_0_0	6042	1425	683	237	0	0	0	0	8	2	0.00754788575879892
19728_6042_1425_683_237_0_0_0	19728	6042	1425	683	237	0	0	0	9	2	7.02689191536008e-05
30876_19728_6042_1425_683_237_0_0	30876	19728	6042	1425	683	237	0	0	10	2	4.01536680877719e-06
20986_6042_1425_683_237_0_0_0	20986	6042	1425	683	237	0	0	0	9	2	2.0076834043886e-06
21429_6042_1425_683_237_0_0_0	21429	6042	1425	683	237	0	0	0	9	2	1.80691506394974e-05
22284_6042_1425_683_237_0_0_0	22284	6042	1425	683	237	0	0	0	9	2	2.0076834043886e-06
22395_6042_1425_683_237_0_0_0	22395	6042	1425	683	237	0	0	0	9	2	3.01152510658289e-06
6261_1425_683_237_0_0_0_0	6261	1425	683	237	0	0	0	0	8	2	0.000637439480893379
15773_6261_1425_683_237_0_0_0	15773	6261	1425	683	237	0	0	0	9	2	2.7103725959246e-05
6486_1425_683_237_0_0_0_0	6486	1425	683	237	0	0	0	0	8	2	0.00154692006308141
6626_1425_683_237_0_0_0_0	6626	1425	683	237	0	0	0	0	8	2	0.00404146669303424
23289_6626_1425_683_237_0_0_0	23289	6626	1425	683	237	0	0	0	9	2	2.0076834043886e-06
25498_6626_1425_683_237_0_0_0	25498	6626	1425	683	237	0	0	0	9	2	1.0038417021943e-06
25778_6626_1425_683_237_0_0_0	25778	6626	1425	683	237	0	0	0	9	2	1.0038417021943e-06
6796_1425_683_237_0_0_0_0	6796	1425	683	237	0	0	0	0	8	2	9.03457531974868e-06
6863_1425_683_237_0_0_0_0	6863	1425	683	237	0	0	0	0	8	2	1.50576255329145e-05
6897_1425_683_237_0_0_0_0	6897	1425	683	237	0	0	0	0	8	2	2.81075676614403e-05
7025_1425_683_237_0_0_0_0	7025	1425	683	237	0	0	0	0	8	2	0.00372124119003426
7234_1425_683_237_0_0_0_0	7234	1425	683	237	0	0	0	0	8	2	1.60614672351088e-05
7369_1425_683_237_0_0_0_0	7369	1425	683	237	0	0	0	0	8	2	0.000397521314068942
7604_1425_683_237_0_0_0_0	7604	1425	683	237	0	0	0	0	8	2	0.00597586965316265
18775_7604_1425_683_237_0_0_0	18775	7604	1425	683	237	0	0	0	9	2	2.0076834043886e-06
20011_7604_1425_683_237_0_0_0	20011	7604	1425	683	237	0	0	0	9	2	5.01920851097149e-06
24981_7604_1425_683_237_0_0_0	24981	7604	1425	683	237	0	0	0	9	2	1.0038417021943e-06
25053_7604_1425_683_237_0_0_0	25053	7604	1425	683	237	0	0	0	9	2	2.0076834043886e-06
26079_7604_1425_683_237_0_0_0	26079	7604	1425	683	237	0	0	0	9	2	3.01152510658289e-06
26981_7604_1425_683_237_0_0_0	26981	7604	1425	683	237	0	0	0	9	2	2.0076834043886e-06
27719_7604_1425_683_237_0_0_0	27719	7604	1425	683	237	0	0	0	9	2	2.0076834043886e-06
7625_1425_683_237_0_0_0_0	7625	1425	683	237	0	0	0	0	8	2	0.000412578939601856
7803_1425_683_237_0_0_0_0	7803	1425	683	237	0	0	0	0	8	2	0.000111426428943567
7905_1425_683_237_0_0_0_0	7905	1425	683	237	0	0	0	0	8	2	4.01536680877719e-06
7969_1425_683_237_0_0_0_0	7969	1425	683	237	0	0	0	0	8	2	2.7103725959246e-05
8067_1425_683_237_0_0_0_0	8067	1425	683	237	0	0	0	0	8	2	2.0076834043886e-05
8303_1425_683_237_0_0_0_0	8303	1425	683	237	0	0	0	0	8	2	0.000262002684272712
8336_1425_683_237_0_0_0_0	8336	1425	683	237	0	0	0	0	8	2	0.00062840490557363
8455_1425_683_237_0_0_0_0	8455	1425	683	237	0	0	0	0	8	2	1.40537838307202e-05
8496_1425_683_237_0_0_0_0	8496	1425	683	237	0	0	0	0	8	2	7.02689191536008e-06
8524_1425_683_237_0_0_0_0	8524	1425	683	237	0	0	0	0	8	2	1.0038417021943e-06
8539_1425_683_237_0_0_0_0	8539	1425	683	237	0	0	0	0	8	2	1.0038417021943e-05
8642_1425_683_237_0_0_0_0	8642	1425	683	237	0	0	0	0	8	2	4.01536680877719e-06
8800_1425_683_237_0_0_0_0	8800	1425	683	237	0	0	0	0	8	2	5.01920851097149e-06
8876_1425_683_237_0_0_0_0	8876	1425	683	237	0	0	0	0	8	2	0.000934576624742891
9110_1425_683_237_0_0_0_0	9110	1425	683	237	0	0	0	0	8	2	2.40922008526631e-05
9132_1425_683_237_0_0_0_0	9132	1425	683	237	0	0	0	0	8	2	2.0076834043886e-06
9176_1425_683_237_0_0_0_0	9176	1425	683	237	0	0	0	0	8	2	2.0076834043886e-06
9816_1425_683_237_0_0_0_0	9816	1425	683	237	0	0	0	0	8	2	1.10422587241373e-05
9882_1425_683_237_0_0_0_0	9882	1425	683	237	0	0	0	0	8	2	3.7142142981189e-05
9950_1425_683_237_0_0_0_0	9950	1425	683	237	0	0	0	0	8	2	6.02305021316579e-06
1535_683_237_0_0_0_0_0	1535	683	237	0	0	0	0	0	7	2	0.059786804099288
11190_1535_683_237_0_0_0_0	11190	1535	683	237	0	0	0	0	8	2	0.00096469187580872
11265_1535_683_237_0_0_0_0	11265	1535	683	237	0	0	0	0	8	2	2.0076834043886e-06
12557_1535_683_237_0_0_0_0	12557	1535	683	237	0	0	0	0	8	2	3.01152510658289e-06
12890_1535_683_237_0_0_0_0	12890	1535	683	237	0	0	0	0	8	2	2.0076834043886e-06
13008_1535_683_237_0_0_0_0	13008	1535	683	237	0	0	0	0	8	2	2.0076834043886e-06
13584_1535_683_237_0_0_0_0	13584	1535	683	237	0	0	0	0	8	2	1.40537838307202e-05
19384_1535_683_237_0_0_0_0	19384	1535	683	237	0	0	0	0	8	2	2.0076834043886e-06
4026_1535_683_237_0_0_0_0	4026	1535	683	237	0	0	0	0	8	2	0.000198760657034471
6089_1535_683_237_0_0_0_0	6089	1535	683	237	0	0	0	0	8	2	1.70653089373031e-05
6195_1535_683_237_0_0_0_0	6195	1535	683	237	0	0	0	0	8	2	6.02305021316579e-06
6535_1535_683_237_0_0_0_0	6535	1535	683	237	0	0	0	0	8	2	0.0300871434981675
11618_6535_1535_683_237_0_0_0	11618	6535	1535	683	237	0	0	0	9	2	0.00282179902486817
14705_6535_1535_683_237_0_0_0	14705	6535	1535	683	237	0	0	0	9	2	0.000376440638322862
15027_6535_1535_683_237_0_0_0	15027	6535	1535	683	237	0	0	0	9	2	0.000596281971103413
16932_6535_1535_683_237_0_0_0	16932	6535	1535	683	237	0	0	0	9	2	2.0076834043886e-05
16964_6535_1535_683_237_0_0_0	16964	6535	1535	683	237	0	0	0	9	2	0.000867319230695873
17016_6535_1535_683_237_0_0_0	17016	6535	1535	683	237	0	0	0	9	2	9.4361120006264e-05
17195_6535_1535_683_237_0_0_0	17195	6535	1535	683	237	0	0	0	9	2	4.01536680877719e-06
17296_6535_1535_683_237_0_0_0	17296	6535	1535	683	237	0	0	0	9	2	8.93419114952925e-05
17612_6535_1535_683_237_0_0_0	17612	6535	1535	683	237	0	0	0	9	2	3.01152510658289e-05
17753_6535_1535_683_237_0_0_0	17753	6535	1535	683	237	0	0	0	9	2	0.00177178060437294
29835_17753_6535_1535_683_237_0_0	29835	17753	6535	1535	683	237	0	0	10	2	1.0038417021943e-06
32775_17753_6535_1535_683_237_0_0	32775	17753	6535	1535	683	237	0	0	10	2	1.0038417021943e-06
18614_6535_1535_683_237_0_0_0	18614	6535	1535	683	237	0	0	0	9	2	0.000167641564266448
18842_6535_1535_683_237_0_0_0	18842	6535	1535	683	237	0	0	0	9	2	0.00010741106213479
20009_6535_1535_683_237_0_0_0	20009	6535	1535	683	237	0	0	0	9	2	0.000326248553213147
30583_20009_6535_1535_683_237_0_0	30583	20009	6535	1535	683	237	0	0	10	2	2.0076834043886e-06
20076_6535_1535_683_237_0_0_0	20076	6535	1535	683	237	0	0	0	9	2	5.01920851097149e-06
20077_6535_1535_683_237_0_0_0	20077	6535	1535	683	237	0	0	0	9	2	4.01536680877719e-06
20078_6535_1535_683_237_0_0_0	20078	6535	1535	683	237	0	0	0	9	2	0.000426632723432576
20079_6535_1535_683_237_0_0_0	20079	6535	1535	683	237	0	0	0	9	2	1.70653089373031e-05
20651_6535_1535_683_237_0_0_0	20651	6535	1535	683	237	0	0	0	9	2	6.02305021316579e-06
20652_6535_1535_683_237_0_0_0	20652	6535	1535	683	237	0	0	0	9	2	5.01920851097149e-06
20671_6535_1535_683_237_0_0_0	20671	6535	1535	683	237	0	0	0	9	2	2.81075676614403e-05
21284_6535_1535_683_237_0_0_0	21284	6535	1535	683	237	0	0	0	9	2	0.00206088701460489
21372_6535_1535_683_237_0_0_0	21372	6535	1535	683	237	0	0	0	9	2	5.01920851097149e-06
21394_6535_1535_683_237_0_0_0	21394	6535	1535	683	237	0	0	0	9	2	0.000701685349833814
21430_6535_1535_683_237_0_0_0	21430	6535	1535	683	237	0	0	0	9	2	6.02305021316579e-06
21542_6535_1535_683_237_0_0_0	21542	6535	1535	683	237	0	0	0	9	2	3.01152510658289e-06
21566_6535_1535_683_237_0_0_0	21566	6535	1535	683	237	0	0	0	9	2	6.72573940470179e-05
21693_6535_1535_683_237_0_0_0	21693	6535	1535	683	237	0	0	0	9	2	1.0038417021943e-05
21819_6535_1535_683_237_0_0_0	21819	6535	1535	683	237	0	0	0	9	2	2.0076834043886e-06
22071_6535_1535_683_237_0_0_0	22071	6535	1535	683	237	0	0	0	9	2	1.0038417021943e-06
22128_6535_1535_683_237_0_0_0	22128	6535	1535	683	237	0	0	0	9	2	2.0076834043886e-06
22215_6535_1535_683_237_0_0_0	22215	6535	1535	683	237	0	0	0	9	2	2.0076834043886e-06
22462_6535_1535_683_237_0_0_0	22462	6535	1535	683	237	0	0	0	9	2	0.0016724002758557
22652_6535_1535_683_237_0_0_0	22652	6535	1535	683	237	0	0	0	9	2	1.0038417021943e-06
22743_6535_1535_683_237_0_0_0	22743	6535	1535	683	237	0	0	0	9	2	4.01536680877719e-06
22759_6535_1535_683_237_0_0_0	22759	6535	1535	683	237	0	0	0	9	2	7.02689191536008e-06
22954_6535_1535_683_237_0_0_0	22954	6535	1535	683	237	0	0	0	9	2	2.0076834043886e-06
23031_6535_1535_683_237_0_0_0	23031	6535	1535	683	237	0	0	0	9	2	2.0076834043886e-06
23049_6535_1535_683_237_0_0_0	23049	6535	1535	683	237	0	0	0	9	2	7.02689191536008e-06
23196_6535_1535_683_237_0_0_0	23196	6535	1535	683	237	0	0	0	9	2	1.40537838307202e-05
23197_6535_1535_683_237_0_0_0	23197	6535	1535	683	237	0	0	0	9	2	1.0038417021943e-06
23309_6535_1535_683_237_0_0_0	23309	6535	1535	683	237	0	0	0	9	2	6.02305021316579e-06
23338_6535_1535_683_237_0_0_0	23338	6535	1535	683	237	0	0	0	9	2	3.01152510658289e-06
23753_6535_1535_683_237_0_0_0	23753	6535	1535	683	237	0	0	0	9	2	2.0076834043886e-06
23833_6535_1535_683_237_0_0_0	23833	6535	1535	683	237	0	0	0	9	2	3.81459846833833e-05
23853_6535_1535_683_237_0_0_0	23853	6535	1535	683	237	0	0	0	9	2	5.01920851097149e-06
23919_6535_1535_683_237_0_0_0	23919	6535	1535	683	237	0	0	0	9	2	1.0038417021943e-06
24011_6535_1535_683_237_0_0_0	24011	6535	1535	683	237	0	0	0	9	2	2.0076834043886e-06
24038_6535_1535_683_237_0_0_0	24038	6535	1535	683	237	0	0	0	9	2	2.0076834043886e-06
24123_6535_1535_683_237_0_0_0	24123	6535	1535	683	237	0	0	0	9	2	1.0038417021943e-06
24171_6535_1535_683_237_0_0_0	24171	6535	1535	683	237	0	0	0	9	2	1.0038417021943e-06
24539_6535_1535_683_237_0_0_0	24539	6535	1535	683	237	0	0	0	9	2	1.0038417021943e-06
25087_6535_1535_683_237_0_0_0	25087	6535	1535	683	237	0	0	0	9	2	1.0038417021943e-06
25116_6535_1535_683_237_0_0_0	25116	6535	1535	683	237	0	0	0	9	2	8.03073361755438e-06
25690_6535_1535_683_237_0_0_0	25690	6535	1535	683	237	0	0	0	9	2	1.0038417021943e-06
25749_6535_1535_683_237_0_0_0	25749	6535	1535	683	237	0	0	0	9	2	2.0076834043886e-06
25886_6535_1535_683_237_0_0_0	25886	6535	1535	683	237	0	0	0	9	2	3.01152510658289e-06
26410_6535_1535_683_237_0_0_0	26410	6535	1535	683	237	0	0	0	9	2	2.0076834043886e-06
26766_6535_1535_683_237_0_0_0	26766	6535	1535	683	237	0	0	0	9	2	2.0076834043886e-06
27418_6535_1535_683_237_0_0_0	27418	6535	1535	683	237	0	0	0	9	2	2.0076834043886e-06
27643_6535_1535_683_237_0_0_0	27643	6535	1535	683	237	0	0	0	9	2	1.0038417021943e-06
28119_6535_1535_683_237_0_0_0	28119	6535	1535	683	237	0	0	0	9	2	5.01920851097149e-06
29048_6535_1535_683_237_0_0_0	29048	6535	1535	683	237	0	0	0	9	2	1.0038417021943e-06
29270_6535_1535_683_237_0_0_0	29270	6535	1535	683	237	0	0	0	9	2	4.01536680877719e-06
29759_6535_1535_683_237_0_0_0	29759	6535	1535	683	237	0	0	0	9	2	1.0038417021943e-06
30987_6535_1535_683_237_0_0_0	30987	6535	1535	683	237	0	0	0	9	2	1.0038417021943e-06
6779_1535_683_237_0_0_0_0	6779	1535	683	237	0	0	0	0	8	2	6.02305021316579e-06
6819_1535_683_237_0_0_0_0	6819	1535	683	237	0	0	0	0	8	2	0.00406857041899349
22809_6819_1535_683_237_0_0_0	22809	6819	1535	683	237	0	0	0	9	2	1.0038417021943e-06
7026_1535_683_237_0_0_0_0	7026	1535	683	237	0	0	0	0	8	2	4.01536680877719e-06
7269_1535_683_237_0_0_0_0	7269	1535	683	237	0	0	0	0	8	2	4.01536680877719e-06
7613_1535_683_237_0_0_0_0	7613	1535	683	237	0	0	0	0	8	2	1.80691506394974e-05
7804_1535_683_237_0_0_0_0	7804	1535	683	237	0	0	0	0	8	2	0.0100133209793881
19025_7804_1535_683_237_0_0_0	19025	7804	1535	683	237	0	0	0	9	2	7.02689191536008e-06
19621_7804_1535_683_237_0_0_0	19621	7804	1535	683	237	0	0	0	9	2	4.01536680877719e-06
20610_7804_1535_683_237_0_0_0	20610	7804	1535	683	237	0	0	0	9	2	3.01152510658289e-06
21991_7804_1535_683_237_0_0_0	21991	7804	1535	683	237	0	0	0	9	2	3.01152510658289e-06
22036_7804_1535_683_237_0_0_0	22036	7804	1535	683	237	0	0	0	9	2	5.01920851097149e-06
22653_7804_1535_683_237_0_0_0	22653	7804	1535	683	237	0	0	0	9	2	3.01152510658289e-06
22889_7804_1535_683_237_0_0_0	22889	7804	1535	683	237	0	0	0	9	2	2.20845174482745e-05
22934_7804_1535_683_237_0_0_0	22934	7804	1535	683	237	0	0	0	9	2	7.02689191536008e-06
23149_7804_1535_683_237_0_0_0	23149	7804	1535	683	237	0	0	0	9	2	1.0038417021943e-06
23467_7804_1535_683_237_0_0_0	23467	7804	1535	683	237	0	0	0	9	2	4.01536680877719e-06
25856_7804_1535_683_237_0_0_0	25856	7804	1535	683	237	0	0	0	9	2	2.0076834043886e-06
26080_7804_1535_683_237_0_0_0	26080	7804	1535	683	237	0	0	0	9	2	0.000170653089373031
