ID	CCF
237	1
237	1
237	1
237	1
1015	1.10422587241373e-05
1015	1.10422587241373e-05
1015	1.10422587241373e-05
1015	1.10422587241373e-05
1015	1.10422587241373e-05
1048	3.01152510658289e-06
1048	3.01152510658289e-06
1048	3.01152510658289e-06
1048	3.01152510658289e-06
1048	3.01152510658289e-06
1049	4.01536680877719e-06
1049	4.01536680877719e-06
1049	4.01536680877719e-06
1049	4.01536680877719e-06
1049	4.01536680877719e-06
1058	2.0076834043886e-06
1058	2.0076834043886e-06
1058	2.0076834043886e-06
1058	2.0076834043886e-06
1058	2.0076834043886e-06
1065	1.0038417021943e-06
1065	1.0038417021943e-06
1065	1.0038417021943e-06
1065	1.0038417021943e-06
1065	1.0038417021943e-06
1073	0.000184706873203751
1073	0.000184706873203751
1073	0.000184706873203751
1073	0.000184706873203751
1073	0.000184706873203751
1080	1.0038417021943e-06
1080	1.0038417021943e-06
1080	1.0038417021943e-06
1080	1.0038417021943e-06
1080	1.0038417021943e-06
1087	6.02305021316579e-06
1087	6.02305021316579e-06
1087	6.02305021316579e-06
1087	6.02305021316579e-06
1087	6.02305021316579e-06
1121	0.000209802915758608
1121	0.000209802915758608
1121	0.000209802915758608
1121	0.000209802915758608
1121	0.000209802915758608
1149	0.00190830307587136
1149	0.00190830307587136
1149	0.00190830307587136
1149	0.00190830307587136
1149	0.00190830307587136
10971	2.0076834043886e-06
10971	2.0076834043886e-06
12462	0.00127086359497798
12462	0.00127086359497798
1169	1.0038417021943e-05
1169	1.0038417021943e-05
1169	1.0038417021943e-05
1169	1.0038417021943e-05
1169	1.0038417021943e-05
1233	5.21997685141035e-05
1233	5.21997685141035e-05
1233	5.21997685141035e-05
1233	5.21997685141035e-05
1233	5.21997685141035e-05
1255	1.0038417021943e-06
1255	1.0038417021943e-06
1255	1.0038417021943e-06
1255	1.0038417021943e-06
1255	1.0038417021943e-06
1282	7.02689191536008e-06
1282	7.02689191536008e-06
1282	7.02689191536008e-06
1282	7.02689191536008e-06
1282	7.02689191536008e-06
1302	0.000112430270645761
1302	0.000112430270645761
1302	0.000112430270645761
1302	0.000112430270645761
1302	0.000112430270645761
8875	2.0076834043886e-06
8875	2.0076834043886e-06
1303	2.0076834043886e-06
1303	2.0076834043886e-06
1303	2.0076834043886e-06
1303	2.0076834043886e-06
1303	2.0076834043886e-06
1314	3.01152510658289e-06
1314	3.01152510658289e-06
1314	3.01152510658289e-06
1314	3.01152510658289e-06
1314	3.01152510658289e-06
1347	3.01152510658289e-06
