ID	ParentID	Distance	Alive	Necrotic	Lost	Drivers	Passengers	Fitness	CCF	clone_order	Alive_cells_all_descendents	driver_CCF
2548	513	1	10	27423	2724	7	0	11.5321074538217	0	terminal	10	1.0038417021943e-05
2566	1425	1	3154	3906470	366930	8	0	13.6202499627453	0.0032	terminal	3154	0.00316611672872081
2573	639	1	6	26661	2961	7	0	10.6040804283151	0	terminal	6	6.02305021316579e-06
2577	504	1	5	14785	1567	7	0	11.3711542394197	0	terminal	5	5.01920851097149e-06
2578	683	1	17	62220	6491	7	0	11.0881361965425	0	terminal	17	1.70653089373031e-05
2596	421	1	5	21319	2161	7	0	11.060697925817	0	terminal	5	5.01920851097149e-06
2609	606	1	51	123924	12271	7	0	11.7702504035177	1e-04	terminal	51	5.11959268119092e-05
2628	504	1	31	79788	8166	7	0	11.5227190843198	0	terminal	31	3.11190927680232e-05
2642	565	1	1	4853	546	7	0	10.4647159147737	0	terminal	1	1.0038417021943e-06
2649	513	1	4	17067	1778	7	0	10.9795965380119	0	terminal	4	4.01536680877719e-06
2661	683	1	7	20615	2160	7	0	11.3957235196212	0	terminal	7	7.02689191536008e-06
2663	513	1	3	10641	1159	7	0	10.8940952214037	0	terminal	3	3.01152510658289e-06
2669	651	1	7	26790	2807	7	0	10.951969156403	0	terminal	7	7.02689191536008e-06
2715	779	1	4	16736	1811	7	0	10.6772782998283	0	terminal	4	4.01536680877719e-06
2719	683	1	2	7069	782	7	0	10.9839326298526	0	terminal	2	2.0076834043886e-06
2741	779	1	10	32088	3349	7	0	11.2067936625762	0	terminal	10	1.0038417021943e-05
2761	539	1	29	98402	10335	7	0	11.2028098590951	0	terminal	29	2.91114093636346e-05
2805	513	1	3	11841	1305	7	0	10.8031497602529	0	terminal	3	3.01152510658289e-06
2806	683	1	14	36146	3577	7	0	11.7686319743792	0	terminal	14	1.40537838307202e-05
2821	504	1	32	69558	6872	7	0	12.0409832088354	0	terminal	32	3.21229344702175e-05
2832	683	1	17	57895	6213	7	0	11.128962777061	0	terminal	17	1.70653089373031e-05
2833	683	1	2	9463	1066	7	0	10.7521441131628	0	terminal	2	2.0076834043886e-06
2846	683	1	76	139013	13462	7	0	12.4272624384367	1e-04	terminal	76	7.62919693667666e-05
2872	683	1	8	27934	2961	7	0	11.2078364176035	0	terminal	8	8.03073361755438e-06
2892	504	1	6	20148	2141	7	0	11.2647123187574	0	terminal	6	6.02305021316579e-06
2900	237	1	201	469248	46832	6	0	11.9128066411305	2e-04	terminal	201	0.000201772182141054
2908	513	1	2	4878	493	7	0	11.1438004708643	0	terminal	2	2.0076834043886e-06
2914	504	1	1	9065	1017	7	0	10.3895649535306	0	terminal	1	1.0038417021943e-06
2922	804	1	1	7755	857	7	0	10.5554744347173	0	terminal	1	1.0038417021943e-06
2931	683	1	1	5523	588	7	0	10.396207856097	0	terminal	1	1.0038417021943e-06
2951	565	1	5	12802	1329	7	0	11.7079318476408	0	terminal	5	5.01920851097149e-06
2974	683	1	2	9844	1062	7	0	10.8899719899631	0	terminal	2	2.0076834043886e-06
2979	683	1	2	9002	966	7	0	10.7111816162134	0	terminal	2	2.0076834043886e-06
2980	237	2	171	313264	30747	7	0	12.5047244312355	2e-04	terminal	171	0.000171656931075225
2985	683	1	2	7854	866	7	0	11.0269116577798	0	terminal	2	2.0076834043886e-06
3032	237	1	1	4296	466	6	0	11.1499103209128	0	terminal	1	1.0038417021943e-06
3065	504	1	5	14021	1463	7	0	11.5481424127865	0	terminal	5	5.01920851097149e-06
3072	606	1	17	49844	5256	7	0	11.4665194354528	0	terminal	17	1.70653089373031e-05
3107	779	1	5	18339	1980	7	0	11.1115340722955	0	terminal	5	5.01920851097149e-06
3131	683	1	2	2834	278	7	0	11.802796757125	0	terminal	2	2.0076834043886e-06
3140	504	1	5	13817	1374	7	0	11.5664007586959	0	terminal	5	5.01920851097149e-06
3157	606	1	2	7255	770	7	0	11.3398348333989	0	terminal	2	2.0076834043886e-06
3222	513	1	10	29739	3137	7	0	11.5183911847202	0	terminal	10	1.0038417021943e-05
3224	639	1	69	111730	10918	7	0	12.7539056817325	1e-04	terminal	69	6.92650774514065e-05
3228	591	1	3	12381	1327	7	0	10.9403212812446	0	terminal	3	3.01152510658289e-06
3254	237	1	257	471518	45983	6	0	12.5162435222197	3e-04	terminal	257	0.000257987317463934
3309	504	1	53	118806	11867	7	0	11.9420343914062	1e-04	terminal	53	5.32036102162978e-05
3376	683	1	2	9977	1099	7	0	10.6725689017744	0	terminal	2	2.0076834043886e-06
3389	421	1	75	147286	14388	7	0	12.2946779377945	1e-04	terminal	75	7.52881276645723e-05
3414	237	1	6	26246	2754	6	0	11.0318624104936	0	terminal	6	6.02305021316579e-06
3424	513	1	1	4087	467	7	0	10.8289691532414	0	terminal	1	1.0038417021943e-06
3439	513	1	946	1292891	122509	7	0	13.2973761207652	9e-04	terminal	946	0.000949634250275805
3511	554	1	1	6972	797	7	0	10.8802825839209	0	terminal	1	1.0038417021943e-06
3525	237	1	6	15962	1650	6	0	11.9239080731082	0	terminal	6	6.02305021316579e-06
3620	683	1	12	30493	3146	7	0	11.7312653661848	0	terminal	12	1.20461004263316e-05
3655	804	1	2	4273	410	7	0	11.6320435549292	0	terminal	2	2.0076834043886e-06
3659	939	1	2	8710	945	7	0	10.7645730527571	0	terminal	2	2.0076834043886e-06
3685	779	1	3	11510	1182	7	0	10.5725575760355	0	terminal	3	3.01152510658289e-06
3740	606	1	7	21290	2212	7	0	11.2345664052608	0	terminal	7	7.02689191536008e-06
3741	421	1	848	1260613	120268	7	0	13.0831517976857	9e-04	terminal	848	0.000851257763460764
3766	683	1	56	120006	11939	7	0	12.1456299384184	1e-04	terminal	56	5.62151353228807e-05
3806	683	1	5	13119	1365	7	0	11.5315565584223	0	terminal	5	5.01920851097149e-06
3813	606	1	1649	2078920	195978	7	0	13.5402552754038	0.0017	terminal	1649	0.0016553349669184
3818	504	1	4	8445	825	7	0	12.6976597802554	0	terminal	4	4.01536680877719e-06
3846	565	1	20	37298	3679	7	0	12.3681140388248	0	terminal	20	2.0076834043886e-05
3850	683	1	139	170773	15923	7	0	13.6641081542212	1e-04	terminal	139	0.000139533996605007
3888	804	1	2	7255	779	7	0	11.0062330843623	0	terminal	2	2.0076834043886e-06
3908	683	1	2	6579	722	7	0	10.7604609750992	0	terminal	2	2.0076834043886e-06
3941	504	1	5	15928	1660	7	0	11.3924858502421	0	terminal	5	5.01920851097149e-06
3967	683	1	4	7719	816	7	0	12.350037188563	0	terminal	4	4.01536680877719e-06
3975	683	1	2	3486	372	7	0	12.4917873979154	0	terminal	2	2.0076834043886e-06
3984	606	1	5	12686	1254	7	0	11.5731743237199	0	terminal	5	5.01920851097149e-06
4026	1535	1	198	307168	29485	8	0	12.9106743287525	2e-04	terminal	198	0.000198760657034471
4076	779	1	76	121030	11657	7	0	12.9267456917402	1e-04	terminal	76	7.62919693667666e-05
4184	683	1	70	128164	12746	7	0	12.3910442218227	1e-04	terminal	70	7.02689191536008e-05
4197	683	1	2	4751	514	7	0	11.3929326471314	0	terminal	2	2.0076834043886e-06
4231	504	1	20	36332	3553	7	0	12.7880714056235	0	terminal	20	2.0076834043886e-05
4238	779	1	9	18298	1829	7	0	12.2580946600607	0	terminal	9	9.03457531974868e-06
4253	779	1	32	67322	6743	7	0	12.0722665938792	0	terminal	32	3.21229344702175e-05
4278	683	1	4	11834	1251	7	0	10.9455587338508	0	terminal	4	4.01536680877719e-06
4281	683	1	7	16386	1586	7	0	11.8387799275619	0	terminal	7	7.02689191536008e-06
4282	683	1	2	6901	695	7	0	10.7514556633974	0	terminal	2	2.0076834043886e-06
4301	513	1	6	17166	1793	7	0	11.2278969108417	0	terminal	6	6.02305021316579e-06
4309	683	1	3	7849	800	7	0	12.0177487246877	0	terminal	3	3.01152510658289e-06
4344	905	1	6	15071	1468	7	0	11.7591869863376	0	terminal	6	6.02305021316579e-06
4356	683	1	4	9079	898	7	0	11.8621484533927	0	terminal	4	4.01536680877719e-06
4393	421	1	6	17532	1774	7	0	11.4074036044162	0	terminal	6	6.02305021316579e-06
4432	504	1	3	9655	988	7	0	11.2021804725599	0	terminal	3	3.01152510658289e-06
4434	804	1	5	11978	1212	7	0	11.8619042330386	0	terminal	5	5.01920851097149e-06
4441	864	1	2	6883	669	7	0	11.0638719528041	0	terminal	2	2.0076834043886e-06
4456	683	1	2	4616	507	7	0	10.9401127940767	0	terminal	2	2.0076834043886e-06
4483	918	1	21	32380	3108	7	0	12.9012114031113	0	terminal	21	2.10806757460802e-05
4516	683	1	340	428282	40095	7	0	13.5658535469463	3e-04	terminal	340	0.000341306178746061
4536	683	1	21	32336	3075	7	0	13.020175582991	0	terminal	21	2.10806757460802e-05
4548	683	1	1	3121	344	7	0	10.9551669547421	0	terminal	1	1.0038417021943e-06
4563	683	1	3	6545	638	7	0	12.3627163097689	0	terminal	3	3.01152510658289e-06
4583	513	1	14	25533	2502	7	0	12.2762130831875	0	terminal	14	1.40537838307202e-05
4613	683	1	12	11856	1096	7	0	14.1913004211446	0	terminal	12	1.20461004263316e-05
4632	804	1	14	28245	2793	7	0	12.0684869339922	0	terminal	14	1.40537838307202e-05
4648	565	1	3	6379	615	7	0	12.0567002945543	0	terminal	3	3.01152510658289e-06
4676	606	1	4	11568	1183	7	0	11.4857479440799	0	terminal	4	4.01536680877719e-06
4704	1357	1	11	16427	1624	7	0	13.2335508770264	0	terminal	11	1.10422587241373e-05
4715	513	1	5	15912	1627	7	0	11.198997648978	0	terminal	5	5.01920851097149e-06
4727	683	1	1	3164	309	7	0	11.1366190587171	0	terminal	1	1.0038417021943e-06
4763	1691	1	136	132361	12140	8	0	14.4558329181924	1e-04	terminal	136	0.000136522471498424
4777	1103	1	297	340010	31811	8	0	13.8935845474577	3e-04	terminal	297	0.000298140985551706
4879	1357	1	1	2061	193	7	0	12.2030149148239	0	terminal	1	1.0038417021943e-06
4883	606	1	5	13655	1383	7	0	11.4915469646624	0	terminal	5	5.01920851097149e-06
4890	683	1	1	3015	332	7	0	11.4773566063787	0	terminal	1	1.0038417021943e-06
4891	683	1	2	4379	448	7	0	11.7188594762984	0	terminal	2	2.0076834043886e-06
4895	683	1	2	4122	431	7	0	11.5740007515177	0	terminal	2	2.0076834043886e-06
4910	905	1	1	3305	339	7	0	11.1472519573239	0	terminal	1	1.0038417021943e-06
4954	606	1	3	7484	778	7	0	12.0364879948324	0	terminal	3	3.01152510658289e-06
4987	804	1	1	3548	345	7	0	11.4949586244421	0	terminal	1	1.0038417021943e-06
5071	606	1	13	27061	2761	7	0	12.2833501658232	0	terminal	13	1.30499421285259e-05
5098	804	1	32	51478	4946	7	0	12.6909758690892	0	terminal	32	3.21229344702175e-05
5108	779	1	2	5013	464	7	0	11.5050942200101	0	terminal	2	2.0076834043886e-06
5182	606	1	1	2979	318	7	0	11.9461447219767	0	terminal	1	1.0038417021943e-06
5215	683	1	6	14275	1469	7	0	11.7310901592775	0	terminal	6	6.02305021316579e-06
5247	804	1	1	4050	421	7	0	11.2250669641217	0	terminal	1	1.0038417021943e-06
5256	1425	1	805	693266	62534	8	0	14.9916018921481	8e-04	terminal	805	0.00080809257026641
5283	606	1	2	5756	625	7	0	11.9782890865533	0	terminal	2	2.0076834043886e-06
5297	513	1	7	15836	1604	7	0	11.8450415384249	0	terminal	7	7.02689191536008e-06
5302	683	1	2	6685	637	7	0	11.6048031868628	0	terminal	2	2.0076834043886e-06
5305	1103	1	1365	1173911	105760	8	0	14.9853755967732	0.0014	terminal	1365	0.00137024392349522
5307	513	1	1	4846	464	7	0	11.1017076135773	0	terminal	1	1.0038417021943e-06
5339	1425	1	11	12972	1195	8	0	13.5420373567996	0	terminal	11	1.10422587241373e-05
5367	1113	1	63	101720	9862	8	0	12.8384396866043	1e-04	terminal	63	6.32420272382407e-05
5373	779	1	2	4320	450	7	0	12.2831076879335	0	terminal	2	2.0076834043886e-06
5397	1425	1	161	199569	18751	8	0	13.6570943710162	2e-04	terminal	161	0.000161618514053282
5419	1357	1	22	35358	3266	7	0	13.1414622937559	0	terminal	22	2.20845174482745e-05
5468	804	1	2341	1948795	175217	7	0	15.1588867392483	0.0023	terminal	2341	0.00234999342483685
5475	683	1	2449	2100409	188960	7	0	15.0333681737322	0.0025	terminal	2449	0.00245840832867383
5476	1425	1	453	474762	44172	8	0	14.1731036855788	5e-04	terminal	453	0.000454740291094017
5477	1425	1	65	76528	7176	8	0	13.8010962180424	1e-04	terminal	65	6.52497106426293e-05
5478	534	1	2	5175	521	7	0	11.3910869149915	0	terminal	2	2.0076834043886e-06
5499	905	1	29	35695	3436	7	0	13.5351665815588	0	terminal	29	2.91114093636346e-05
5521	504	1	49	71931	6966	7	0	12.973689640736	0	terminal	49	4.91882434075206e-05
5606	683	1	1	5352	559	7	0	11.3727742921456	0	terminal	1	1.0038417021943e-06
5633	683	1	2	4752	477	7	0	11.2970521892736	0	terminal	2	2.0076834043886e-06
5673	779	1	15	25116	2388	7	0	12.6893085915756	0	terminal	15	1.50576255329145e-05
5675	1425	1	71	87072	8121	8	0	13.6709368031723	1e-04	terminal	71	7.12727608557951e-05
5722	779	1	3	5209	534	7	0	12.1098693367677	0	terminal	3	3.01152510658289e-06
5750	1357	1	4	5702	551	7	0	13.1163752671186	0	terminal	4	4.01536680877719e-06
5825	683	1	41	64787	6071	7	0	12.9186587608876	0	terminal	41	4.11575097899662e-05
5895	779	1	45	55720	5159	7	0	13.5323259908155	0	terminal	45	4.51728765987434e-05
5898	477	1	1	3745	376	7	0	11.3739167068306	0	terminal	1	1.0038417021943e-06
5902	639	1	1	2999	275	7	0	12.1288885128749	0	terminal	1	1.0038417021943e-06
5906	1103	1	88	108954	10156	8	0	13.6565515316542	1e-04	terminal	88	8.83380697930982e-05
5974	804	1	17	24853	2342	7	0	12.9975575293876	0	terminal	17	1.70653089373031e-05
5975	1425	1	939	796703	71750	8	0	15.024070962017	9e-04	terminal	939	0.000942607358360445
6007	513	1	2	4845	502	7	0	11.4000402637769	0	terminal	2	2.0076834043886e-06
6013	779	1	383	370343	33996	7	0	14.4674721275885	4e-04	terminal	383	0.000384471371940416
6016	1425	1	12	13973	1271	8	0	13.8894395531356	0	terminal	12	1.20461004263316e-05
6031	2636	1	31	38981	3635	8	0	13.7072253878359	0	terminal	31	3.11190927680232e-05
6088	804	1	2	3738	398	7	0	12.6642415845155	0	terminal	2	2.0076834043886e-06
6089	1535	1	17	17868	1586	8	0	13.9799774819839	0	terminal	17	1.70653089373031e-05
6104	683	1	10	14372	1385	7	0	13.1514027187433	0	terminal	10	1.0038417021943e-05
6120	683	1	4	7584	736	7	0	12.1027272069148	0	terminal	4	4.01536680877719e-06
6121	804	1	45	50073	4722	7	0	13.9404121113547	0	terminal	45	4.51728765987434e-05
6131	504	1	3	6444	642	7	0	12.2708130902596	0	terminal	3	3.01152510658289e-06
6159	1357	1	1	2584	280	7	0	12.0888432880394	0	terminal	1	1.0038417021943e-06
6172	1702	1	2454	1973136	176805	8	0	15.2778435000658	0.0025	terminal	2454	0.00246342753718481
6195	1535	1	6	6812	641	8	0	13.9773511539125	0	terminal	6	6.02305021316579e-06
6205	606	1	24	30360	2888	7	0	13.5301970541893	0	terminal	24	2.40922008526631e-05
6315	683	1	141	140813	12870	7	0	14.4349961280491	1e-04	terminal	141	0.000141541680009396
6333	683	1	39	47344	4458	7	0	13.6646175155274	0	terminal	39	3.91498263855776e-05
6339	1357	1	2	3272	289	7	0	13.2365634967851	0	terminal	2	2.0076834043886e-06
6340	1691	1	21	28782	2648	8	0	13.3481601341282	0	terminal	21	2.10806757460802e-05
6379	639	1	5	9236	920	7	0	13.0136758048247	0	terminal	5	5.01920851097149e-06
6390	683	1	1	2583	268	7	0	11.9677787422601	0	terminal	1	1.0038417021943e-06
6392	804	1	3	5737	584	7	0	12.5585189859633	0	terminal	3	3.01152510658289e-06
6415	847	1	25	30794	2839	7	0	13.6536703494075	0	terminal	25	2.50960425548574e-05
6428	683	1	2	3396	318	7	0	12.1169405460352	0	terminal	2	2.0076834043886e-06
6438	683	1	3	4731	508	7	0	12.2926016953115	0	terminal	3	3.01152510658289e-06
6486	1425	1	1541	965408	84968	8	0	16.5427918099013	0.0015	terminal	1541	0.00154692006308141
6549	804	1	2	4863	529	7	0	12.5078776944752	0	terminal	2	2.0076834043886e-06
6554	1276	1	3	3788	341	8	0	13.697374981399	0	terminal	3	3.01152510658289e-06
6560	606	1	7	9672	954	7	0	13.5426895353176	0	terminal	7	7.02689191536008e-06
6610	606	1	22	25623	2470	7	0	13.6597060112909	0	terminal	22	2.20845174482745e-05
6634	683	1	29	34491	3127	7	0	13.6858500456549	0	terminal	29	2.91114093636346e-05
6687	804	1	26	25448	2323	7	0	14.6040643884193	0	terminal	26	2.60998842570517e-05
6697	513	1	2	6385	635	7	0	11.8091009641562	0	terminal	2	2.0076834043886e-06
6701	683	1	5	8801	876	7	0	12.40818293013	0	terminal	5	5.01920851097149e-06
6722	683	1	3	6972	650	7	0	11.6471197696253	0	terminal	3	3.01152510658289e-06
6766	1103	1	51	57874	5416	8	0	13.9025031687638	1e-04	terminal	51	5.11959268119092e-05
6779	1535	1	6	6034	555	8	0	14.2443546967042	0	terminal	6	6.02305021316579e-06
6790	1702	1	995	722870	64478	8	0	15.7679651881565	0.001	terminal	995	0.000998822493683326
6796	1425	1	9	11685	1107	8	0	13.6305147824148	0	terminal	9	9.03457531974868e-06
6823	1103	1	18	22050	2040	8	0	13.6040536017954	0	terminal	18	1.80691506394974e-05
6838	639	1	4	8519	812	7	0	12.0104828081186	0	terminal	4	4.01536680877719e-06
6852	1276	1	8	9909	922	8	0	13.2873705382164	0	terminal	8	8.03073361755438e-06
6863	1425	1	15	18890	1792	8	0	13.5307732431225	0	terminal	15	1.50576255329145e-05
6875	1254	1	13	21702	2074	8	0	12.772888144814	0	terminal	13	1.30499421285259e-05
6879	683	1	9	11163	1019	7	0	13.688005081711	0	terminal	9	9.03457531974868e-06
6897	1425	1	28	31944	2945	8	0	13.9981650203576	0	terminal	28	2.81075676614403e-05
6916	606	1	1	2374	261	7	0	11.5086655313947	0	terminal	1	1.0038417021943e-06
6952	504	1	4	5954	523	7	0	13.1749304277596	0	terminal	4	4.01536680877719e-06
6983	683	1	12	19207	1819	7	0	12.8963915253417	0	terminal	12	1.20461004263316e-05
7001	804	1	4	5023	502	7	0	12.9707591631655	0	terminal	4	4.01536680877719e-06
7010	1103	1	30	31412	2925	8	0	14.2601796419645	0	terminal	30	3.01152510658289e-05
7024	804	1	3	6505	618	7	0	12.3740927918231	0	terminal	3	3.01152510658289e-06
7025	1425	1	3707	2479209	201234	8	0	17.5099007186188	0.0037	terminal	3707	0.00372124119003426
7026	1535	1	4	5274	471	8	0	13.5234650994904	0	terminal	4	4.01536680877719e-06
7149	1103	1	3	3949	353	8	0	13.2804380342928	0	terminal	3	3.01152510658289e-06
7153	1702	1	4786	3835174	315204	8	0	16.6467322065472	0.0048	terminal	4786	0.00480438638670191
7188	477	1	10	15254	1486	7	0	13.1284297419862	0	terminal	10	1.0038417021943e-05
7234	1425	1	16	13684	1238	8	0	14.9917293786926	0	terminal	16	1.60614672351088e-05
7245	683	1	208	152933	13740	7	0	15.7338141079597	2e-04	terminal	208	0.000208799074056414
7252	905	1	11	13814	1283	7	0	13.5508597938929	0	terminal	11	1.10422587241373e-05
7269	1535	1	4	4158	396	8	0	13.7362965068451	0	terminal	4	4.01536680877719e-06
7316	1804	1	191	117545	10366	8	0	16.6037178681447	2e-04	terminal	191	0.000191733765119111
7351	1357	1	4	5758	572	7	0	13.0012175061487	0	terminal	4	4.01536680877719e-06
7369	1425	1	396	336343	30447	8	0	15.0276351357427	4e-04	terminal	396	0.000397521314068942
7412	1238	1	17	23300	2243	9	0	13.2082653666994	0	terminal	17	1.70653089373031e-05
7423	1691	1	3	6046	554	8	0	12.6659932516593	0	terminal	3	3.01152510658289e-06
7432	804	1	488	346137	30768	7	0	15.9388607818449	5e-04	terminal	488	0.000489874750670817
7459	1702	1	3386	2256307	188055	8	0	17.1014490523759	0.0034	terminal	3386	0.00339900800362989
7485	606	1	1	2419	222	7	0	12.7351142114943	0	terminal	1	1.0038417021943e-06
7542	905	1	9	13355	1372	7	0	13.0924904422469	0	terminal	9	9.03457531974868e-06
7557	1804	1	2058	1077960	92776	8	0	17.7388091949353	0.0021	terminal	2058	0.00206590622311586
7597	606	1	12	16594	1607	7	0	13.403139061277	0	terminal	12	1.20461004263316e-05
7613	1535	1	18	16375	1469	8	0	14.738524848844	0	terminal	18	1.80691506394974e-05
7625	1425	1	411	278884	24815	8	0	16.1928057116987	4e-04	terminal	411	0.000412578939601856
7639	1357	1	11	14487	1459	7	0	13.3956121385527	0	terminal	11	1.10422587241373e-05
7640	1357	1	9	13233	1250	7	0	13.1230851472047	0	terminal	9	9.03457531974868e-06
7680	1357	1	3	4466	458	7	0	12.4405456753749	0	terminal	3	3.01152510658289e-06
7719	1203	1	3	4300	392	8	0	13.1306333826154	0	terminal	3	3.01152510658289e-06
7745	1103	1	13	17096	1644	8	0	13.6722350676026	0	terminal	13	1.30499421285259e-05
7761	513	2	8	11262	1123	8	0	13.0745446189043	0	terminal	8	8.03073361755438e-06
7769	1103	1	228	157760	13991	8	0	15.9265889568207	2e-04	terminal	228	0.0002288759081003
7791	1357	1	1	3469	349	7	0	12.3474094228674	0	terminal	1	1.0038417021943e-06
7803	1425	1	111	104230	9500	8	0	14.5805828274741	1e-04	terminal	111	0.000111426428943567
7905	1425	1	4	3434	324	8	0	14.6745918504582	0	terminal	4	4.01536680877719e-06
7923	683	1	1	2141	233	7	0	11.845361031349	0	terminal	1	1.0038417021943e-06
7931	606	1	8	8369	753	7	0	14.4301680019989	0	terminal	8	8.03073361755438e-06
7967	1103	1	19	24107	2242	8	0	13.4636660919529	0	terminal	19	1.90729923416917e-05
7969	1425	1	27	24702	2223	8	0	14.7003212574806	0	terminal	27	2.7103725959246e-05
7980	1357	1	5	8683	831	7	0	12.9433479521707	0	terminal	5	5.01920851097149e-06
7991	1357	1	1	1692	165	7	0	13.0468257512531	0	terminal	1	1.0038417021943e-06
8005	1702	1	2	1017	96	8	0	15.4967474712015	0	terminal	2	2.0076834043886e-06
8035	804	1	2	3210	280	7	0	12.1929711368817	0	terminal	2	2.0076834043886e-06
8067	1425	1	20	17069	1530	8	0	14.9143696158022	0	terminal	20	2.0076834043886e-05
8111	864	1	43	34052	3029	7	0	15.369937845666	0	terminal	43	4.31651931943548e-05
8121	779	1	9	11630	1124	7	0	13.3389059736695	0	terminal	9	9.03457531974868e-06
8153	1702	1	7	6105	533	8	0	15.3472204376056	0	terminal	7	7.02689191536008e-06
8162	1702	1	184	118092	10353	8	0	16.2549622309713	2e-04	terminal	184	0.000184706873203751
8163	1804	1	2092	1096207	93586	8	0	17.7465815104532	0.0021	terminal	2092	0.00210003684099047
8249	1804	1	27	18141	1566	8	0	16.495159954695	0	terminal	27	2.7103725959246e-05
8262	1804	1	36	24924	2118	8	0	15.9806858205331	0	terminal	36	3.61383012789947e-05
8277	905	1	7	7001	692	7	0	14.1235297184719	0	terminal	7	7.02689191536008e-06
8303	1425	1	261	178582	15959	8	0	16.0259271139619	3e-04	terminal	261	0.000262002684272712
8336	1425	1	626	440591	39053	8	0	15.9018702395424	6e-04	terminal	626	0.00062840490557363
8354	683	1	1	1243	103	7	0	13.3958932958764	0	terminal	1	1.0038417021943e-06
8368	939	1	1462	897571	77991	7	0	16.6536260454811	0.0015	terminal	1462	0.00146761656860806
8442	1702	1	307	224744	19868	8	0	15.7790439682125	3e-04	terminal	307	0.000308179402573649
8455	1425	1	14	16281	1505	8	0	13.8812242392179	0	terminal	14	1.40537838307202e-05
8496	1425	1	7	6353	550	8	0	15.221877900462	0	terminal	7	7.02689191536008e-06
8510	683	1	2	2348	221	7	0	14.1442906269605	0	terminal	2	2.0076834043886e-06
8523	804	1	2	2689	259	7	0	13.4570859060882	0	terminal	2	2.0076834043886e-06
8524	1425	1	1	1509	135	8	0	14.1621673211204	0	terminal	1	1.0038417021943e-06
8529	1702	1	706	424173	37061	8	0	16.7364315110802	7e-04	terminal	706	0.000708712241749174
8539	1425	1	10	9910	891	8	0	14.6029824829213	0	terminal	10	1.0038417021943e-05
8576	1103	1	222	177917	16153	8	0	15.3204116257352	2e-04	terminal	222	0.000222852857887134
8577	2509	1	666	405581	35205	8	0	16.705599307126	7e-04	terminal	666	0.000668558573661402
8616	1702	1	10	8134	696	8	0	15.9403459502829	0	terminal	10	1.0038417021943e-05
8642	1425	1	4	4630	412	8	0	14.342316540999	0	terminal	4	4.01536680877719e-06
8708	1804	1	354	195681	17236	8	0	17.3018479516758	4e-04	terminal	354	0.000355359962576781
8719	1702	1	29	23563	2124	8	0	15.2751748524285	0	terminal	29	2.91114093636346e-05
8740	1702	1	50	32213	2785	8	0	16.3459188262048	1e-04	terminal	50	5.01920851097149e-05
8762	683	1	51	50019	4585	7	0	14.4137910629188	1e-04	terminal	51	5.11959268119092e-05
8790	1702	1	455	244608	21172	8	0	17.5133516968666	5e-04	terminal	455	0.000456747974498405
8800	1425	1	5	6598	678	8	0	13.7688132187684	0	terminal	5	5.01920851097149e-06
8823	565	1	2	3195	313	7	0	12.0353925078812	0	terminal	2	2.0076834043886e-06
8867	1203	1	2	2702	249	8	0	13.6469764545304	0	terminal	2	2.0076834043886e-06
8869	1702	1	1430	904840	79446	8	0	16.4711744928316	0.0014	terminal	1430	0.00143549363413785
8875	1302	1	2	3207	301	7	0	12.8861237924397	0	terminal	2	2.0076834043886e-06
8876	1425	1	931	558258	48978	8	0	16.7646025129737	9e-04	terminal	931	0.000934576624742891
8895	1103	1	31	23169	2022	8	0	15.7888459828101	0	terminal	31	3.11190927680232e-05
8931	1804	1	690	442525	38800	8	0	16.4244206189695	7e-04	terminal	690	0.000692650774514065
8950	1103	1	62	41515	3649	8	0	16.2055175329646	1e-04	terminal	62	6.22381855360465e-05
8968	639	1	2	2435	239	7	0	12.6533606810126	0	terminal	2	2.0076834043886e-06
8985	1804	1	282	190692	16975	8	0	16.1256655611137	3e-04	terminal	282	0.000283083360018792
9038	1103	1	2	2433	241	8	0	13.4904731541966	0	terminal	2	2.0076834043886e-06
9066	1702	1	20	15198	1370	8	0	15.4380152132604	0	terminal	20	2.0076834043886e-05
9075	1254	1	5	5321	524	8	0	13.7449324737488	0	terminal	5	5.01920851097149e-06
9084	1691	1	2	2286	233	8	0	12.9891222483147	0	terminal	2	2.0076834043886e-06
9100	1103	1	11	13141	1190	8	0	13.9079264385642	0	terminal	11	1.10422587241373e-05
9110	1425	1	24	20189	1815	8	0	15.1686087275952	0	terminal	24	2.40922008526631e-05
9132	1425	1	2	2526	228	8	0	13.7576046032216	0	terminal	2	2.0076834043886e-06
9176	1425	1	2	1856	184	8	0	13.6943260697309	0	terminal	2	2.0076834043886e-06
9178	1702	1	12	7371	687	8	0	16.3330235699681	0	terminal	12	1.20461004263316e-05
9213	779	1	2	2654	226	7	0	13.0126590223275	0	terminal	2	2.0076834043886e-06
9215	1804	1	260	182249	16295	8	0	15.9615786400745	3e-04	terminal	260	0.000260998842570517
9292	1702	1	136	92495	8156	8	0	16.124677879985	1e-04	terminal	136	0.000136522471498424
9293	1804	1	152	101884	8899	8	0	16.1959903685711	2e-04	terminal	152	0.000152583938733533
9307	1804	1	2677	1556188	130956	8	0	17.5968512590666	0.0027	terminal	2677	0.00268728423677413
9340	1702	1	31	23656	2135	8	0	15.6390268675389	0	terminal	31	3.11190927680232e-05
9341	1702	1	63	42552	3719	8	0	15.9671531299444	1e-04	terminal	63	6.32420272382407e-05
9345	1103	1	9	9954	969	8	0	14.1313580917296	0	terminal	9	9.03457531974868e-06
